Estado,vacunados,descarga
Aguascalientes,494384.0,01-Jul-2021 (20:11:03)
Baja California,1871559.0,01-Jul-2021 (20:11:03)
Baja California Sur,298986.0,01-Jul-2021 (20:11:03)
Campeche,324534.0,01-Jul-2021 (20:11:03)
Chiapas,790397.0,01-Jul-2021 (20:11:03)
Chihuahua,1213451.0,01-Jul-2021 (20:11:03)
Coahuila,1113121.0,01-Jul-2021 (20:11:03)
Colima,269591.0,01-Jul-2021 (20:11:03)
CDMX,5131547.0,01-Jul-2021 (20:11:03)
Durango,587670.0,01-Jul-2021 (20:11:03)
Guerrero,914118.0,01-Jul-2021 (20:11:03)
Hidalgo,981557.0,01-Jul-2021 (20:11:03)
Jalisco,2164087.0,01-Jul-2021 (20:11:03)
Estado de México,5328590.0,01-Jul-2021 (20:11:03)
Michoacán,1215727.0,01-Jul-2021 (20:11:03)
Morelos,700952.0,01-Jul-2021 (20:11:03)
Nayarit,437672.0,01-Jul-2021 (20:11:03)
Nuevo León,2169783.0,01-Jul-2021 (20:11:03)
Oaxaca,1026449.0,01-Jul-2021 (20:11:03)
Puebla,1345902.0,01-Jul-2021 (20:11:03)
Querétaro,,01-Jul-2021 (20:11:03)
Quintana Roo,548816.0,01-Jul-2021 (20:11:03)
San Luis Potosí,854565.0,01-Jul-2021 (20:11:03)
Sinaloa,1150890.0,01-Jul-2021 (20:11:03)
Sonora,927697.0,01-Jul-2021 (20:11:03)
Tabasco,880375.0,01-Jul-2021 (20:11:03)
Tamaulipas,1308061.0,01-Jul-2021 (20:11:03)
Tlaxcala,365733.0,01-Jul-2021 (20:11:03)
Veracruz,2083068.0,01-Jul-2021 (20:11:03)
Yucatán,1049838.0,01-Jul-2021 (20:11:03)
Zacatecas,615438.0,01-Jul-2021 (20:11:03)
Guanajuato,1901367.0,01-Jul-2021 (20:11:03)
