Estado,vacunados,descarga
Aguascalientes,401501.0,10-Jun-2021 (19:10:41)
Baja California,877750.0,10-Jun-2021 (19:10:41)
Baja California Sur,228665.0,10-Jun-2021 (19:10:41)
Campeche,269908.0,10-Jun-2021 (19:10:41)
Chiapas,647216.0,10-Jun-2021 (19:10:41)
Chihuahua,1036994.0,10-Jun-2021 (19:10:41)
Coahuila,908968.0,10-Jun-2021 (19:10:41)
Colima,248409.0,10-Jun-2021 (19:10:41)
CDMX,4714855.0,10-Jun-2021 (19:10:41)
Durango,540950.0,10-Jun-2021 (19:10:41)
Guerrero,815425.0,10-Jun-2021 (19:10:41)
Hidalgo,910034.0,10-Jun-2021 (19:10:41)
Jalisco,1726218.0,10-Jun-2021 (19:10:41)
Estado de México,4631804.0,10-Jun-2021 (19:10:41)
Michoacán,1022955.0,10-Jun-2021 (19:10:41)
Morelos,581356.0,10-Jun-2021 (19:10:41)
Nayarit,360404.0,10-Jun-2021 (19:10:41)
Nuevo León,1827768.0,10-Jun-2021 (19:10:41)
Oaxaca,894387.0,10-Jun-2021 (19:10:41)
Puebla,1142910.0,10-Jun-2021 (19:10:41)
Querétaro,,10-Jun-2021 (19:10:41)
Quintana Roo,396102.0,10-Jun-2021 (19:10:41)
San Luis Potosí,786487.0,10-Jun-2021 (19:10:41)
Sinaloa,1007334.0,10-Jun-2021 (19:10:41)
Sonora,813714.0,10-Jun-2021 (19:10:41)
Tabasco,707830.0,10-Jun-2021 (19:10:41)
Tamaulipas,1014308.0,10-Jun-2021 (19:10:41)
Tlaxcala,346707.0,10-Jun-2021 (19:10:41)
Veracruz,1801498.0,10-Jun-2021 (19:10:41)
Yucatán,868583.0,10-Jun-2021 (19:10:41)
Zacatecas,544532.0,10-Jun-2021 (19:10:41)
Guanajuato,1694773.0,10-Jun-2021 (19:10:41)
