Estado,vacunados,descarga
Aguascalientes,1366140,27-Dec-2021 (08:37:49)
Baja California,2662407,27-Dec-2021 (08:37:49)
Baja California Sur,795650,27-Dec-2021 (08:37:49)
Campeche,954607,27-Dec-2021 (08:37:49)
Chiapas,2408907,27-Dec-2021 (08:37:49)
Chihuahua,3642611,27-Dec-2021 (08:37:49)
Coahuila,2375177,27-Dec-2021 (08:37:49)
Colima,645770,27-Dec-2021 (08:37:49)
CDMX,11706088,27-Dec-2021 (08:37:49)
Durango,1388317,27-Dec-2021 (08:37:49)
Guerrero,2257674,27-Dec-2021 (08:37:49)
Hidalgo,2834862,27-Dec-2021 (08:37:49)
Jalisco,5815250,27-Dec-2021 (08:37:49)
Estado de México,13409000,27-Dec-2021 (08:37:49)
Michoacán,3603368,27-Dec-2021 (08:37:49)
Morelos,1808780,27-Dec-2021 (08:37:49)
Nayarit,1008004,27-Dec-2021 (08:37:49)
Nuevo León,3573989,27-Dec-2021 (08:37:49)
Oaxaca,2550136,27-Dec-2021 (08:37:49)
Puebla,4675270,27-Dec-2021 (08:37:49)
Querétaro,2343603,27-Dec-2021 (08:37:49)
Quintana Roo,1827346,27-Dec-2021 (08:37:49)
San Luis Potosí,2361923,27-Dec-2021 (08:37:49)
Sinaloa,3272155,27-Dec-2021 (08:37:49)
Sonora,2685212,27-Dec-2021 (08:37:49)
Tabasco,1981460,27-Dec-2021 (08:37:49)
Tamaulipas,3697767,27-Dec-2021 (08:37:49)
Tlaxcala,1248872,27-Dec-2021 (08:37:49)
Veracruz,5848645,27-Dec-2021 (08:37:49)
Yucatán,2260970,27-Dec-2021 (08:37:49)
Zacatecas,1432749,27-Dec-2021 (08:37:49)
Guanajuato,4416973,27-Dec-2021 (08:37:49)
