Estado,vacunados,descarga
Aguascalientes,1650383,25-Jan-2022 (10:42:44)
Baja California,3276777,25-Jan-2022 (10:42:44)
Baja California Sur,947698,25-Jan-2022 (10:42:44)
Campeche,1164995,25-Jan-2022 (10:42:44)
Chiapas,3771407,25-Jan-2022 (10:42:44)
Chihuahua,4527102,25-Jan-2022 (10:42:44)
Coahuila,3650430,25-Jan-2022 (10:42:44)
Colima,863882,25-Jan-2022 (10:42:44)
CDMX,13156558,25-Jan-2022 (10:42:44)
Durango,2036751,25-Jan-2022 (10:42:44)
Guerrero,2931834,25-Jan-2022 (10:42:44)
Hidalgo,3750376,25-Jan-2022 (10:42:44)
Jalisco,8493172,25-Jan-2022 (10:42:44)
Estado de México,22460360,25-Jan-2022 (10:42:44)
Michoacán,4557489,25-Jan-2022 (10:42:44)
Morelos,2251565,25-Jan-2022 (10:42:44)
Nayarit,1346349,25-Jan-2022 (10:42:44)
Nuevo León,7193423,25-Jan-2022 (10:42:44)
Oaxaca,3580404,25-Jan-2022 (10:42:44)
Puebla,7069302,25-Jan-2022 (10:42:44)
Querétaro,3108862,25-Jan-2022 (10:42:44)
Quintana Roo,2366344,25-Jan-2022 (10:42:44)
San Luis Potosí,3233287,25-Jan-2022 (10:42:44)
Sinaloa,3832082,25-Jan-2022 (10:42:44)
Sonora,3529952,25-Jan-2022 (10:42:44)
Tabasco,2966754,25-Jan-2022 (10:42:44)
Tamaulipas,4234931,25-Jan-2022 (10:42:44)
Tlaxcala,1637982,25-Jan-2022 (10:42:44)
Veracruz,7898309,25-Jan-2022 (10:42:44)
Yucatán,2917155,25-Jan-2022 (10:42:44)
Zacatecas,1806999,25-Jan-2022 (10:42:44)
Guanajuato,7062547,25-Jan-2022 (10:42:44)
