Estado,vacunados,descarga
Aguascalientes,1650383,21-Apr-2022 (09:57:48)
Baja California,3276777,21-Apr-2022 (09:57:48)
Baja California Sur,947698,21-Apr-2022 (09:57:48)
Campeche,1164995,21-Apr-2022 (09:57:48)
Chiapas,3771407,21-Apr-2022 (09:57:48)
Chihuahua,4527102,21-Apr-2022 (09:57:48)
Coahuila,3650430,21-Apr-2022 (09:57:48)
Colima,863882,21-Apr-2022 (09:57:48)
CDMX,13156558,21-Apr-2022 (09:57:48)
Durango,2036751,21-Apr-2022 (09:57:48)
Guerrero,2931834,21-Apr-2022 (09:57:48)
Hidalgo,3750376,21-Apr-2022 (09:57:48)
Jalisco,8493172,21-Apr-2022 (09:57:48)
Estado de México,22460360,21-Apr-2022 (09:57:48)
Michoacán,4557489,21-Apr-2022 (09:57:48)
Morelos,2251565,21-Apr-2022 (09:57:48)
Nayarit,1346349,21-Apr-2022 (09:57:48)
Nuevo León,7193423,21-Apr-2022 (09:57:48)
Oaxaca,3580404,21-Apr-2022 (09:57:48)
Puebla,7069302,21-Apr-2022 (09:57:48)
Querétaro,3108862,21-Apr-2022 (09:57:48)
Quintana Roo,2366344,21-Apr-2022 (09:57:48)
San Luis Potosí,3233287,21-Apr-2022 (09:57:48)
Sinaloa,3832082,21-Apr-2022 (09:57:48)
Sonora,3529952,21-Apr-2022 (09:57:48)
Tabasco,2966754,21-Apr-2022 (09:57:48)
Tamaulipas,4234931,21-Apr-2022 (09:57:48)
Tlaxcala,1637982,21-Apr-2022 (09:57:48)
Veracruz,7898309,21-Apr-2022 (09:57:48)
Yucatán,2917155,21-Apr-2022 (09:57:48)
Zacatecas,1806999,21-Apr-2022 (09:57:48)
Guanajuato,7062547,21-Apr-2022 (09:57:48)
