Estado,vacunados,descarga
Aguascalientes,1366140,23-Dec-2021 (11:01:28)
Baja California,2662407,23-Dec-2021 (11:01:28)
Baja California Sur,795650,23-Dec-2021 (11:01:28)
Campeche,954607,23-Dec-2021 (11:01:28)
Chiapas,2408907,23-Dec-2021 (11:01:28)
Chihuahua,3642611,23-Dec-2021 (11:01:28)
Coahuila,2375177,23-Dec-2021 (11:01:28)
Colima,645770,23-Dec-2021 (11:01:28)
CDMX,11706088,23-Dec-2021 (11:01:28)
Durango,1388317,23-Dec-2021 (11:01:28)
Guerrero,2257674,23-Dec-2021 (11:01:28)
Hidalgo,2834862,23-Dec-2021 (11:01:28)
Jalisco,5815250,23-Dec-2021 (11:01:28)
Estado de México,13409000,23-Dec-2021 (11:01:28)
Michoacán,3603368,23-Dec-2021 (11:01:28)
Morelos,1808780,23-Dec-2021 (11:01:28)
Nayarit,1008004,23-Dec-2021 (11:01:28)
Nuevo León,3573989,23-Dec-2021 (11:01:28)
Oaxaca,2550136,23-Dec-2021 (11:01:28)
Puebla,4675270,23-Dec-2021 (11:01:28)
Querétaro,2343603,23-Dec-2021 (11:01:28)
Quintana Roo,1827346,23-Dec-2021 (11:01:28)
San Luis Potosí,2361923,23-Dec-2021 (11:01:28)
Sinaloa,3272155,23-Dec-2021 (11:01:28)
Sonora,2685212,23-Dec-2021 (11:01:28)
Tabasco,1981460,23-Dec-2021 (11:01:28)
Tamaulipas,3697767,23-Dec-2021 (11:01:28)
Tlaxcala,1248872,23-Dec-2021 (11:01:28)
Veracruz,5848645,23-Dec-2021 (11:01:28)
Yucatán,2260970,23-Dec-2021 (11:01:28)
Zacatecas,1432749,23-Dec-2021 (11:01:28)
Guanajuato,4416973,23-Dec-2021 (11:01:28)
