Estado,vacunados,descarga
Aguascalientes,623608.0,16-Jul-2021 (19:31:09)
Baja California,2616423.0,16-Jul-2021 (19:31:09)
Baja California Sur,445816.0,16-Jul-2021 (19:31:09)
Campeche,331139.0,16-Jul-2021 (19:31:09)
Chiapas,960264.0,16-Jul-2021 (19:31:09)
Chihuahua,2093615.0,16-Jul-2021 (19:31:09)
Coahuila,1393147.0,16-Jul-2021 (19:31:09)
Colima,312025.0,16-Jul-2021 (19:31:09)
CDMX,6909665.0,16-Jul-2021 (19:31:09)
Durango,673391.0,16-Jul-2021 (19:31:09)
Guerrero,1071323.0,16-Jul-2021 (19:31:09)
Hidalgo,1300147.0,16-Jul-2021 (19:31:09)
Jalisco,2839232.0,16-Jul-2021 (19:31:09)
Estado de México,6702643.0,16-Jul-2021 (19:31:09)
Michoacán,1525782.0,16-Jul-2021 (19:31:09)
Morelos,839186.0,16-Jul-2021 (19:31:09)
Nayarit,511215.0,16-Jul-2021 (19:31:09)
Nuevo León,2526951.0,16-Jul-2021 (19:31:09)
Oaxaca,1219749.0,16-Jul-2021 (19:31:09)
Puebla,1557676.0,16-Jul-2021 (19:31:09)
Querétaro,,16-Jul-2021 (19:31:09)
Quintana Roo,770521.0,16-Jul-2021 (19:31:09)
San Luis Potosí,1123273.0,16-Jul-2021 (19:31:09)
Sinaloa,1695828.0,16-Jul-2021 (19:31:09)
Sonora,1329549.0,16-Jul-2021 (19:31:09)
Tabasco,961453.0,16-Jul-2021 (19:31:09)
Tamaulipas,1563868.0,16-Jul-2021 (19:31:09)
Tlaxcala,473129.0,16-Jul-2021 (19:31:09)
Veracruz,2759512.0,16-Jul-2021 (19:31:09)
Yucatán,1404789.0,16-Jul-2021 (19:31:09)
Zacatecas,731565.0,16-Jul-2021 (19:31:09)
Guanajuato,2512913.0,16-Jul-2021 (19:31:09)
