Estado,vacunados,descarga
Aguascalientes,1134792,19-Oct-2021 (14:25:56)
Baja California,2216707,19-Oct-2021 (14:25:56)
Baja California Sur,623101,19-Oct-2021 (14:25:56)
Campeche,748205,19-Oct-2021 (14:25:56)
Chiapas,1939970,19-Oct-2021 (14:25:56)
Chihuahua,3158011,19-Oct-2021 (14:25:56)
Coahuila,1711320,19-Oct-2021 (14:25:56)
Colima,450604,19-Oct-2021 (14:25:56)
CDMX,8970111,19-Oct-2021 (14:25:56)
Durango,1056873,19-Oct-2021 (14:25:56)
Guerrero,2029843,19-Oct-2021 (14:25:56)
Hidalgo,2192816,19-Oct-2021 (14:25:56)
Jalisco,4034338,19-Oct-2021 (14:25:56)
Estado de México,9993988,19-Oct-2021 (14:25:56)
Michoacán,2899105,19-Oct-2021 (14:25:56)
Morelos,1287867,19-Oct-2021 (14:25:56)
Nayarit,807696,19-Oct-2021 (14:25:56)
Nuevo León,2793910,19-Oct-2021 (14:25:56)
Oaxaca,2074584,19-Oct-2021 (14:25:56)
Puebla,3301036,19-Oct-2021 (14:25:56)
Querétaro,1771290,19-Oct-2021 (14:25:56)
Quintana Roo,1417624,19-Oct-2021 (14:25:56)
San Luis Potosí,1938490,19-Oct-2021 (14:25:56)
Sinaloa,2768835,19-Oct-2021 (14:25:56)
Sonora,1960272,19-Oct-2021 (14:25:56)
Tabasco,1518780,19-Oct-2021 (14:25:56)
Tamaulipas,2942931,19-Oct-2021 (14:25:56)
Tlaxcala,850315,19-Oct-2021 (14:25:56)
Veracruz,4638648,19-Oct-2021 (14:25:56)
Yucatán,1949221,19-Oct-2021 (14:25:56)
Zacatecas,1121200,19-Oct-2021 (14:25:56)
Guanajuato,3588613,19-Oct-2021 (14:25:56)
