Estado,vacunados,descarga
Aguascalientes,1134792,25-Oct-2021 (11:01:01)
Baja California,2216707,25-Oct-2021 (11:01:01)
Baja California Sur,623101,25-Oct-2021 (11:01:01)
Campeche,748205,25-Oct-2021 (11:01:01)
Chiapas,1939970,25-Oct-2021 (11:01:01)
Chihuahua,3158011,25-Oct-2021 (11:01:01)
Coahuila,1711320,25-Oct-2021 (11:01:01)
Colima,450604,25-Oct-2021 (11:01:01)
CDMX,8970111,25-Oct-2021 (11:01:01)
Durango,1056873,25-Oct-2021 (11:01:01)
Guerrero,2029843,25-Oct-2021 (11:01:01)
Hidalgo,2192816,25-Oct-2021 (11:01:01)
Jalisco,4034338,25-Oct-2021 (11:01:01)
Estado de México,9993988,25-Oct-2021 (11:01:01)
Michoacán,2899105,25-Oct-2021 (11:01:01)
Morelos,1287867,25-Oct-2021 (11:01:01)
Nayarit,807696,25-Oct-2021 (11:01:01)
Nuevo León,2793910,25-Oct-2021 (11:01:01)
Oaxaca,2074584,25-Oct-2021 (11:01:01)
Puebla,3301036,25-Oct-2021 (11:01:01)
Querétaro,1771290,25-Oct-2021 (11:01:01)
Quintana Roo,1417624,25-Oct-2021 (11:01:01)
San Luis Potosí,1938490,25-Oct-2021 (11:01:01)
Sinaloa,2768835,25-Oct-2021 (11:01:01)
Sonora,1960272,25-Oct-2021 (11:01:01)
Tabasco,1518780,25-Oct-2021 (11:01:01)
Tamaulipas,2942931,25-Oct-2021 (11:01:01)
Tlaxcala,850315,25-Oct-2021 (11:01:01)
Veracruz,4638648,25-Oct-2021 (11:01:01)
Yucatán,1949221,25-Oct-2021 (11:01:01)
Zacatecas,1121200,25-Oct-2021 (11:01:01)
Guanajuato,3588613,25-Oct-2021 (11:01:01)
