Estado,vacunados,descarga
Aguascalientes,1366140,20-Dec-2021 (16:35:56)
Baja California,2662407,20-Dec-2021 (16:35:56)
Baja California Sur,795650,20-Dec-2021 (16:35:56)
Campeche,954607,20-Dec-2021 (16:35:56)
Chiapas,2408907,20-Dec-2021 (16:35:56)
Chihuahua,3642611,20-Dec-2021 (16:35:56)
Coahuila,2375177,20-Dec-2021 (16:35:56)
Colima,645770,20-Dec-2021 (16:35:56)
CDMX,11706088,20-Dec-2021 (16:35:56)
Durango,1388317,20-Dec-2021 (16:35:56)
Guerrero,2257674,20-Dec-2021 (16:35:56)
Hidalgo,2834862,20-Dec-2021 (16:35:56)
Jalisco,5815250,20-Dec-2021 (16:35:56)
Estado de México,13409000,20-Dec-2021 (16:35:56)
Michoacán,3603368,20-Dec-2021 (16:35:56)
Morelos,1808780,20-Dec-2021 (16:35:56)
Nayarit,1008004,20-Dec-2021 (16:35:56)
Nuevo León,3573989,20-Dec-2021 (16:35:56)
Oaxaca,2550136,20-Dec-2021 (16:35:56)
Puebla,4675270,20-Dec-2021 (16:35:56)
Querétaro,2343603,20-Dec-2021 (16:35:56)
Quintana Roo,1827346,20-Dec-2021 (16:35:56)
San Luis Potosí,2361923,20-Dec-2021 (16:35:56)
Sinaloa,3272155,20-Dec-2021 (16:35:56)
Sonora,2685212,20-Dec-2021 (16:35:56)
Tabasco,1981460,20-Dec-2021 (16:35:56)
Tamaulipas,3697767,20-Dec-2021 (16:35:56)
Tlaxcala,1248872,20-Dec-2021 (16:35:56)
Veracruz,5848645,20-Dec-2021 (16:35:56)
Yucatán,2260970,20-Dec-2021 (16:35:56)
Zacatecas,1432749,20-Dec-2021 (16:35:56)
Guanajuato,4416973,20-Dec-2021 (16:35:56)
