Estado,vacunados,descarga
Aguascalientes,672046,16-Aug-2021 (12:18:19)
Baja California,2619957,16-Aug-2021 (12:18:19)
Baja California Sur,495096,16-Aug-2021 (12:18:19)
Campeche,339468,16-Aug-2021 (12:18:19)
Chiapas,1084785,16-Aug-2021 (12:18:19)
Chihuahua,2330506,16-Aug-2021 (12:18:19)
Coahuila,1422268,16-Aug-2021 (12:18:19)
Colima,340099,16-Aug-2021 (12:18:19)
CDMX,7141549,16-Aug-2021 (12:18:19)
Durango,673625,16-Aug-2021 (12:18:19)
Guerrero,1100838,16-Aug-2021 (12:18:19)
Hidalgo,1341619,16-Aug-2021 (12:18:19)
Jalisco,2951668,16-Aug-2021 (12:18:19)
Estado de México,6954905,16-Aug-2021 (12:18:19)
Michoacán,1615778,16-Aug-2021 (12:18:19)
Morelos,862767,16-Aug-2021 (12:18:19)
Nayarit,517765,16-Aug-2021 (12:18:19)
Nuevo León,2557127,16-Aug-2021 (12:18:19)
Oaxaca,1250683,16-Aug-2021 (12:18:19)
Puebla,1579490,16-Aug-2021 (12:18:19)
Querétaro,966324,16-Aug-2021 (12:18:19)
Quintana Roo,779936,16-Aug-2021 (12:18:19)
San Luis Potosí,1143918,16-Aug-2021 (12:18:19)
Sinaloa,1732466,16-Aug-2021 (12:18:19)
Sonora,1389838,16-Aug-2021 (12:18:19)
Tabasco,964660,16-Aug-2021 (12:18:19)
Tamaulipas,1604805,16-Aug-2021 (12:18:19)
Tlaxcala,532018,16-Aug-2021 (12:18:19)
Veracruz,2820734,16-Aug-2021 (12:18:19)
Yucatán,1413533,16-Aug-2021 (12:18:19)
Zacatecas,752720,16-Aug-2021 (12:18:19)
Guanajuato,2589607,16-Aug-2021 (12:18:19)
