Estado,vacunados,descarga
Aguascalientes,672046,22-Aug-2021 (16:30:37)
Baja California,2619957,22-Aug-2021 (16:30:37)
Baja California Sur,495096,22-Aug-2021 (16:30:37)
Campeche,339468,22-Aug-2021 (16:30:37)
Chiapas,1084785,22-Aug-2021 (16:30:37)
Chihuahua,2330506,22-Aug-2021 (16:30:37)
Coahuila,1422268,22-Aug-2021 (16:30:37)
Colima,340099,22-Aug-2021 (16:30:37)
CDMX,7141549,22-Aug-2021 (16:30:37)
Durango,673625,22-Aug-2021 (16:30:37)
Guerrero,1100838,22-Aug-2021 (16:30:37)
Hidalgo,1341619,22-Aug-2021 (16:30:37)
Jalisco,2951668,22-Aug-2021 (16:30:37)
Estado de México,6954905,22-Aug-2021 (16:30:37)
Michoacán,1615778,22-Aug-2021 (16:30:37)
Morelos,862767,22-Aug-2021 (16:30:37)
Nayarit,517765,22-Aug-2021 (16:30:37)
Nuevo León,2557127,22-Aug-2021 (16:30:37)
Oaxaca,1250683,22-Aug-2021 (16:30:37)
Puebla,1579490,22-Aug-2021 (16:30:37)
Querétaro,966324,22-Aug-2021 (16:30:37)
Quintana Roo,779936,22-Aug-2021 (16:30:37)
San Luis Potosí,1143918,22-Aug-2021 (16:30:37)
Sinaloa,1732466,22-Aug-2021 (16:30:37)
Sonora,1389838,22-Aug-2021 (16:30:37)
Tabasco,964660,22-Aug-2021 (16:30:37)
Tamaulipas,1604805,22-Aug-2021 (16:30:37)
Tlaxcala,532018,22-Aug-2021 (16:30:37)
Veracruz,2820734,22-Aug-2021 (16:30:37)
Yucatán,1413533,22-Aug-2021 (16:30:37)
Zacatecas,752720,22-Aug-2021 (16:30:37)
Guanajuato,2589607,22-Aug-2021 (16:30:37)
