Estado,vacunados,descarga
Aguascalientes,1366140,08-Nov-2021 (14:16:21)
Baja California,2662407,08-Nov-2021 (14:16:21)
Baja California Sur,795650,08-Nov-2021 (14:16:21)
Campeche,954607,08-Nov-2021 (14:16:21)
Chiapas,2408907,08-Nov-2021 (14:16:21)
Chihuahua,3642611,08-Nov-2021 (14:16:21)
Coahuila,2375177,08-Nov-2021 (14:16:21)
Colima,645770,08-Nov-2021 (14:16:21)
CDMX,11706088,08-Nov-2021 (14:16:21)
Durango,1388317,08-Nov-2021 (14:16:21)
Guerrero,2257674,08-Nov-2021 (14:16:21)
Hidalgo,2834862,08-Nov-2021 (14:16:21)
Jalisco,5815250,08-Nov-2021 (14:16:21)
Estado de México,13409000,08-Nov-2021 (14:16:21)
Michoacán,3603368,08-Nov-2021 (14:16:21)
Morelos,1808780,08-Nov-2021 (14:16:21)
Nayarit,1008004,08-Nov-2021 (14:16:21)
Nuevo León,3573989,08-Nov-2021 (14:16:21)
Oaxaca,2550136,08-Nov-2021 (14:16:21)
Puebla,4675270,08-Nov-2021 (14:16:21)
Querétaro,2343603,08-Nov-2021 (14:16:21)
Quintana Roo,1827346,08-Nov-2021 (14:16:21)
San Luis Potosí,2361923,08-Nov-2021 (14:16:21)
Sinaloa,3272155,08-Nov-2021 (14:16:21)
Sonora,2685212,08-Nov-2021 (14:16:21)
Tabasco,1981460,08-Nov-2021 (14:16:21)
Tamaulipas,3697767,08-Nov-2021 (14:16:21)
Tlaxcala,1248872,08-Nov-2021 (14:16:21)
Veracruz,5848645,08-Nov-2021 (14:16:21)
Yucatán,2260970,08-Nov-2021 (14:16:21)
Zacatecas,1432749,08-Nov-2021 (14:16:21)
Guanajuato,4416973,08-Nov-2021 (14:16:21)
