Estado,vacunados,descarga
Aguascalientes,672046,13-Sep-2021 (15:11:45)
Baja California,2619957,13-Sep-2021 (15:11:45)
Baja California Sur,495096,13-Sep-2021 (15:11:45)
Campeche,339468,13-Sep-2021 (15:11:45)
Chiapas,1084785,13-Sep-2021 (15:11:45)
Chihuahua,2330506,13-Sep-2021 (15:11:45)
Coahuila,1422268,13-Sep-2021 (15:11:45)
Colima,340099,13-Sep-2021 (15:11:45)
CDMX,7141549,13-Sep-2021 (15:11:45)
Durango,673625,13-Sep-2021 (15:11:45)
Guerrero,1100838,13-Sep-2021 (15:11:45)
Hidalgo,1341619,13-Sep-2021 (15:11:45)
Jalisco,2951668,13-Sep-2021 (15:11:45)
Estado de México,6954905,13-Sep-2021 (15:11:45)
Michoacán,1615778,13-Sep-2021 (15:11:45)
Morelos,862767,13-Sep-2021 (15:11:45)
Nayarit,517765,13-Sep-2021 (15:11:45)
Nuevo León,2557127,13-Sep-2021 (15:11:45)
Oaxaca,1250683,13-Sep-2021 (15:11:45)
Puebla,1579490,13-Sep-2021 (15:11:45)
Querétaro,966324,13-Sep-2021 (15:11:45)
Quintana Roo,779936,13-Sep-2021 (15:11:45)
San Luis Potosí,1143918,13-Sep-2021 (15:11:45)
Sinaloa,1732466,13-Sep-2021 (15:11:45)
Sonora,1389838,13-Sep-2021 (15:11:45)
Tabasco,964660,13-Sep-2021 (15:11:45)
Tamaulipas,1604805,13-Sep-2021 (15:11:45)
Tlaxcala,532018,13-Sep-2021 (15:11:45)
Veracruz,2820734,13-Sep-2021 (15:11:45)
Yucatán,1413533,13-Sep-2021 (15:11:45)
Zacatecas,752720,13-Sep-2021 (15:11:45)
Guanajuato,2589607,13-Sep-2021 (15:11:45)
