Estado,vacunados,descarga
Aguascalientes,445347.0,14-Jun-2021 (21:47:44)
Baja California,1065144.0,14-Jun-2021 (21:47:44)
Baja California Sur,261079.0,14-Jun-2021 (21:47:44)
Campeche,292403.0,14-Jun-2021 (21:47:44)
Chiapas,732841.0,14-Jun-2021 (21:47:44)
Chihuahua,1137580.0,14-Jun-2021 (21:47:44)
Coahuila,987372.0,14-Jun-2021 (21:47:44)
Colima,256810.0,14-Jun-2021 (21:47:44)
CDMX,5007816.0,14-Jun-2021 (21:47:44)
Durango,565099.0,14-Jun-2021 (21:47:44)
Guerrero,857891.0,14-Jun-2021 (21:47:44)
Hidalgo,967654.0,14-Jun-2021 (21:47:44)
Jalisco,1947473.0,14-Jun-2021 (21:47:44)
Estado de México,5180460.0,14-Jun-2021 (21:47:44)
Michoacán,1117327.0,14-Jun-2021 (21:47:44)
Morelos,617639.0,14-Jun-2021 (21:47:44)
Nayarit,386955.0,14-Jun-2021 (21:47:44)
Nuevo León,1950194.0,14-Jun-2021 (21:47:44)
Oaxaca,944918.0,14-Jun-2021 (21:47:44)
Puebla,1252766.0,14-Jun-2021 (21:47:44)
Querétaro,,14-Jun-2021 (21:47:44)
Quintana Roo,489921.0,14-Jun-2021 (21:47:44)
San Luis Potosí,823784.0,14-Jun-2021 (21:47:44)
Sinaloa,1080557.0,14-Jun-2021 (21:47:44)
Sonora,899394.0,14-Jun-2021 (21:47:44)
Tabasco,838561.0,14-Jun-2021 (21:47:44)
Tamaulipas,1146888.0,14-Jun-2021 (21:47:44)
Tlaxcala,364299.0,14-Jun-2021 (21:47:44)
Veracruz,1932673.0,14-Jun-2021 (21:47:44)
Yucatán,996637.0,14-Jun-2021 (21:47:44)
Zacatecas,579648.0,14-Jun-2021 (21:47:44)
Guanajuato,1767903.0,14-Jun-2021 (21:47:44)
