Estado,vacunados,descarga
Aguascalientes,672046,25-Jul-2021 (21:26:06)
Baja California,2619957,25-Jul-2021 (21:26:06)
Baja California Sur,495096,25-Jul-2021 (21:26:06)
Campeche,339468,25-Jul-2021 (21:26:06)
Chiapas,1084785,25-Jul-2021 (21:26:06)
Chihuahua,2330506,25-Jul-2021 (21:26:06)
Coahuila,1422268,25-Jul-2021 (21:26:06)
Colima,340099,25-Jul-2021 (21:26:06)
CDMX,7141549,25-Jul-2021 (21:26:06)
Durango,673625,25-Jul-2021 (21:26:06)
Guerrero,1100838,25-Jul-2021 (21:26:06)
Hidalgo,1341619,25-Jul-2021 (21:26:06)
Jalisco,2951668,25-Jul-2021 (21:26:06)
Estado de México,6954905,25-Jul-2021 (21:26:06)
Michoacán,1615778,25-Jul-2021 (21:26:06)
Morelos,862767,25-Jul-2021 (21:26:06)
Nayarit,517765,25-Jul-2021 (21:26:06)
Nuevo León,2557127,25-Jul-2021 (21:26:06)
Oaxaca,1250683,25-Jul-2021 (21:26:06)
Puebla,1579490,25-Jul-2021 (21:26:06)
Querétaro,966324,25-Jul-2021 (21:26:06)
Quintana Roo,779936,25-Jul-2021 (21:26:06)
San Luis Potosí,1143918,25-Jul-2021 (21:26:06)
Sinaloa,1732466,25-Jul-2021 (21:26:06)
Sonora,1389838,25-Jul-2021 (21:26:06)
Tabasco,964660,25-Jul-2021 (21:26:06)
Tamaulipas,1604805,25-Jul-2021 (21:26:06)
Tlaxcala,532018,25-Jul-2021 (21:26:06)
Veracruz,2820734,25-Jul-2021 (21:26:06)
Yucatán,1413533,25-Jul-2021 (21:26:06)
Zacatecas,752720,25-Jul-2021 (21:26:06)
Guanajuato,2589607,25-Jul-2021 (21:26:06)
