Estado,vacunados,descarga
Aguascalientes,1650383,31-Mar-2022 (03:55:04)
Baja California,3276777,31-Mar-2022 (03:55:04)
Baja California Sur,947698,31-Mar-2022 (03:55:04)
Campeche,1164995,31-Mar-2022 (03:55:04)
Chiapas,3771407,31-Mar-2022 (03:55:04)
Chihuahua,4527102,31-Mar-2022 (03:55:04)
Coahuila,3650430,31-Mar-2022 (03:55:04)
Colima,863882,31-Mar-2022 (03:55:04)
CDMX,13156558,31-Mar-2022 (03:55:04)
Durango,2036751,31-Mar-2022 (03:55:04)
Guerrero,2931834,31-Mar-2022 (03:55:04)
Hidalgo,3750376,31-Mar-2022 (03:55:04)
Jalisco,8493172,31-Mar-2022 (03:55:04)
Estado de México,22460360,31-Mar-2022 (03:55:04)
Michoacán,4557489,31-Mar-2022 (03:55:04)
Morelos,2251565,31-Mar-2022 (03:55:04)
Nayarit,1346349,31-Mar-2022 (03:55:04)
Nuevo León,7193423,31-Mar-2022 (03:55:04)
Oaxaca,3580404,31-Mar-2022 (03:55:04)
Puebla,7069302,31-Mar-2022 (03:55:04)
Querétaro,3108862,31-Mar-2022 (03:55:04)
Quintana Roo,2366344,31-Mar-2022 (03:55:04)
San Luis Potosí,3233287,31-Mar-2022 (03:55:04)
Sinaloa,3832082,31-Mar-2022 (03:55:04)
Sonora,3529952,31-Mar-2022 (03:55:04)
Tabasco,2966754,31-Mar-2022 (03:55:04)
Tamaulipas,4234931,31-Mar-2022 (03:55:04)
Tlaxcala,1637982,31-Mar-2022 (03:55:04)
Veracruz,7898309,31-Mar-2022 (03:55:04)
Yucatán,2917155,31-Mar-2022 (03:55:04)
Zacatecas,1806999,31-Mar-2022 (03:55:04)
Guanajuato,7062547,31-Mar-2022 (03:55:04)
