Estado,vacunados,descarga
Aguascalientes,672046,01-Aug-2021 (22:58:22)
Baja California,2619957,01-Aug-2021 (22:58:22)
Baja California Sur,495096,01-Aug-2021 (22:58:22)
Campeche,339468,01-Aug-2021 (22:58:22)
Chiapas,1084785,01-Aug-2021 (22:58:22)
Chihuahua,2330506,01-Aug-2021 (22:58:22)
Coahuila,1422268,01-Aug-2021 (22:58:22)
Colima,340099,01-Aug-2021 (22:58:22)
CDMX,7141549,01-Aug-2021 (22:58:22)
Durango,673625,01-Aug-2021 (22:58:22)
Guerrero,1100838,01-Aug-2021 (22:58:22)
Hidalgo,1341619,01-Aug-2021 (22:58:22)
Jalisco,2951668,01-Aug-2021 (22:58:22)
Estado de México,6954905,01-Aug-2021 (22:58:22)
Michoacán,1615778,01-Aug-2021 (22:58:22)
Morelos,862767,01-Aug-2021 (22:58:22)
Nayarit,517765,01-Aug-2021 (22:58:22)
Nuevo León,2557127,01-Aug-2021 (22:58:22)
Oaxaca,1250683,01-Aug-2021 (22:58:22)
Puebla,1579490,01-Aug-2021 (22:58:22)
Querétaro,966324,01-Aug-2021 (22:58:22)
Quintana Roo,779936,01-Aug-2021 (22:58:22)
San Luis Potosí,1143918,01-Aug-2021 (22:58:22)
Sinaloa,1732466,01-Aug-2021 (22:58:22)
Sonora,1389838,01-Aug-2021 (22:58:22)
Tabasco,964660,01-Aug-2021 (22:58:22)
Tamaulipas,1604805,01-Aug-2021 (22:58:22)
Tlaxcala,532018,01-Aug-2021 (22:58:22)
Veracruz,2820734,01-Aug-2021 (22:58:22)
Yucatán,1413533,01-Aug-2021 (22:58:22)
Zacatecas,752720,01-Aug-2021 (22:58:22)
Guanajuato,2589607,01-Aug-2021 (22:58:22)
