Estado,vacunados,descarga
Aguascalientes,1650383,16-Feb-2022 (14:51:41)
Baja California,3276777,16-Feb-2022 (14:51:41)
Baja California Sur,947698,16-Feb-2022 (14:51:41)
Campeche,1164995,16-Feb-2022 (14:51:41)
Chiapas,3771407,16-Feb-2022 (14:51:41)
Chihuahua,4527102,16-Feb-2022 (14:51:41)
Coahuila,3650430,16-Feb-2022 (14:51:41)
Colima,863882,16-Feb-2022 (14:51:41)
CDMX,13156558,16-Feb-2022 (14:51:41)
Durango,2036751,16-Feb-2022 (14:51:41)
Guerrero,2931834,16-Feb-2022 (14:51:41)
Hidalgo,3750376,16-Feb-2022 (14:51:41)
Jalisco,8493172,16-Feb-2022 (14:51:41)
Estado de México,22460360,16-Feb-2022 (14:51:41)
Michoacán,4557489,16-Feb-2022 (14:51:41)
Morelos,2251565,16-Feb-2022 (14:51:41)
Nayarit,1346349,16-Feb-2022 (14:51:41)
Nuevo León,7193423,16-Feb-2022 (14:51:41)
Oaxaca,3580404,16-Feb-2022 (14:51:41)
Puebla,7069302,16-Feb-2022 (14:51:41)
Querétaro,3108862,16-Feb-2022 (14:51:41)
Quintana Roo,2366344,16-Feb-2022 (14:51:41)
San Luis Potosí,3233287,16-Feb-2022 (14:51:41)
Sinaloa,3832082,16-Feb-2022 (14:51:41)
Sonora,3529952,16-Feb-2022 (14:51:41)
Tabasco,2966754,16-Feb-2022 (14:51:41)
Tamaulipas,4234931,16-Feb-2022 (14:51:41)
Tlaxcala,1637982,16-Feb-2022 (14:51:41)
Veracruz,7898309,16-Feb-2022 (14:51:41)
Yucatán,2917155,16-Feb-2022 (14:51:41)
Zacatecas,1806999,16-Feb-2022 (14:51:41)
Guanajuato,7062547,16-Feb-2022 (14:51:41)
