Estado,vacunados,descarga
Aguascalientes,672046,31-Jul-2021 (21:40:11)
Baja California,2619957,31-Jul-2021 (21:40:11)
Baja California Sur,495096,31-Jul-2021 (21:40:11)
Campeche,339468,31-Jul-2021 (21:40:11)
Chiapas,1084785,31-Jul-2021 (21:40:11)
Chihuahua,2330506,31-Jul-2021 (21:40:11)
Coahuila,1422268,31-Jul-2021 (21:40:11)
Colima,340099,31-Jul-2021 (21:40:11)
CDMX,7141549,31-Jul-2021 (21:40:11)
Durango,673625,31-Jul-2021 (21:40:11)
Guerrero,1100838,31-Jul-2021 (21:40:11)
Hidalgo,1341619,31-Jul-2021 (21:40:11)
Jalisco,2951668,31-Jul-2021 (21:40:11)
Estado de México,6954905,31-Jul-2021 (21:40:11)
Michoacán,1615778,31-Jul-2021 (21:40:11)
Morelos,862767,31-Jul-2021 (21:40:11)
Nayarit,517765,31-Jul-2021 (21:40:11)
Nuevo León,2557127,31-Jul-2021 (21:40:11)
Oaxaca,1250683,31-Jul-2021 (21:40:11)
Puebla,1579490,31-Jul-2021 (21:40:11)
Querétaro,966324,31-Jul-2021 (21:40:11)
Quintana Roo,779936,31-Jul-2021 (21:40:11)
San Luis Potosí,1143918,31-Jul-2021 (21:40:11)
Sinaloa,1732466,31-Jul-2021 (21:40:11)
Sonora,1389838,31-Jul-2021 (21:40:11)
Tabasco,964660,31-Jul-2021 (21:40:11)
Tamaulipas,1604805,31-Jul-2021 (21:40:11)
Tlaxcala,532018,31-Jul-2021 (21:40:11)
Veracruz,2820734,31-Jul-2021 (21:40:11)
Yucatán,1413533,31-Jul-2021 (21:40:11)
Zacatecas,752720,31-Jul-2021 (21:40:11)
Guanajuato,2589607,31-Jul-2021 (21:40:11)
