Estado,vacunados,descarga
Aguascalientes,1366140,25-Nov-2021 (13:45:57)
Baja California,2662407,25-Nov-2021 (13:45:57)
Baja California Sur,795650,25-Nov-2021 (13:45:57)
Campeche,954607,25-Nov-2021 (13:45:57)
Chiapas,2408907,25-Nov-2021 (13:45:57)
Chihuahua,3642611,25-Nov-2021 (13:45:57)
Coahuila,2375177,25-Nov-2021 (13:45:57)
Colima,645770,25-Nov-2021 (13:45:57)
CDMX,11706088,25-Nov-2021 (13:45:57)
Durango,1388317,25-Nov-2021 (13:45:57)
Guerrero,2257674,25-Nov-2021 (13:45:57)
Hidalgo,2834862,25-Nov-2021 (13:45:57)
Jalisco,5815250,25-Nov-2021 (13:45:57)
Estado de México,13409000,25-Nov-2021 (13:45:57)
Michoacán,3603368,25-Nov-2021 (13:45:57)
Morelos,1808780,25-Nov-2021 (13:45:57)
Nayarit,1008004,25-Nov-2021 (13:45:57)
Nuevo León,3573989,25-Nov-2021 (13:45:57)
Oaxaca,2550136,25-Nov-2021 (13:45:57)
Puebla,4675270,25-Nov-2021 (13:45:57)
Querétaro,2343603,25-Nov-2021 (13:45:57)
Quintana Roo,1827346,25-Nov-2021 (13:45:57)
San Luis Potosí,2361923,25-Nov-2021 (13:45:57)
Sinaloa,3272155,25-Nov-2021 (13:45:57)
Sonora,2685212,25-Nov-2021 (13:45:57)
Tabasco,1981460,25-Nov-2021 (13:45:57)
Tamaulipas,3697767,25-Nov-2021 (13:45:57)
Tlaxcala,1248872,25-Nov-2021 (13:45:57)
Veracruz,5848645,25-Nov-2021 (13:45:57)
Yucatán,2260970,25-Nov-2021 (13:45:57)
Zacatecas,1432749,25-Nov-2021 (13:45:57)
Guanajuato,4416973,25-Nov-2021 (13:45:57)
