Estado,vacunados,descarga
Aguascalientes,377490.0,04-Jun-2021 (16:03:51)
Baja California,776613.0,04-Jun-2021 (16:03:51)
Baja California Sur,195465.0,04-Jun-2021 (16:03:51)
Campeche,254294.0,04-Jun-2021 (16:03:51)
Chiapas,629827.0,04-Jun-2021 (16:03:51)
Chihuahua,915132.0,04-Jun-2021 (16:03:51)
Coahuila,841369.0,04-Jun-2021 (16:03:51)
Colima,220825.0,04-Jun-2021 (16:03:51)
CDMX,4328557.0,04-Jun-2021 (16:03:51)
Durango,511116.0,04-Jun-2021 (16:03:51)
Guerrero,737493.0,04-Jun-2021 (16:03:51)
Hidalgo,796948.0,04-Jun-2021 (16:03:51)
Jalisco,1610598.0,04-Jun-2021 (16:03:51)
Estado de México,3927686.0,04-Jun-2021 (16:03:51)
Michoacán,987847.0,04-Jun-2021 (16:03:51)
Morelos,539311.0,04-Jun-2021 (16:03:51)
Nayarit,326497.0,04-Jun-2021 (16:03:51)
Nuevo León,1689351.0,04-Jun-2021 (16:03:51)
Oaxaca,862247.0,04-Jun-2021 (16:03:51)
Puebla,1064628.0,04-Jun-2021 (16:03:51)
Querétaro,,04-Jun-2021 (16:03:51)
Quintana Roo,323397.0,04-Jun-2021 (16:03:51)
San Luis Potosí,761543.0,04-Jun-2021 (16:03:51)
Sinaloa,905866.0,04-Jun-2021 (16:03:51)
Sonora,741860.0,04-Jun-2021 (16:03:51)
Tabasco,561594.0,04-Jun-2021 (16:03:51)
Tamaulipas,961662.0,04-Jun-2021 (16:03:51)
Tlaxcala,313831.0,04-Jun-2021 (16:03:51)
Veracruz,1680917.0,04-Jun-2021 (16:03:51)
Yucatán,725472.0,04-Jun-2021 (16:03:51)
Zacatecas,437329.0,04-Jun-2021 (16:03:51)
Guanajuato,1485573.0,04-Jun-2021 (16:03:51)
