Estado,vacunados,descarga
Aguascalientes,364949.0,29-May-2021 (14:47:54)
Baja California,725739.0,29-May-2021 (14:47:54)
Baja California Sur,186528.0,29-May-2021 (14:47:54)
Campeche,245474.0,29-May-2021 (14:47:54)
Chiapas,621090.0,29-May-2021 (14:47:54)
Chihuahua,865741.0,29-May-2021 (14:47:54)
Coahuila,810509.0,29-May-2021 (14:47:54)
Colima,191062.0,29-May-2021 (14:47:54)
CDMX,4017462.0,29-May-2021 (14:47:54)
Durango,443980.0,29-May-2021 (14:47:54)
Guerrero,723569.0,29-May-2021 (14:47:54)
Hidalgo,736433.0,29-May-2021 (14:47:54)
Jalisco,1523835.0,29-May-2021 (14:47:54)
Estado de México,3443990.0,29-May-2021 (14:47:54)
Michoacán,974106.0,29-May-2021 (14:47:54)
Morelos,516179.0,29-May-2021 (14:47:54)
Nayarit,314225.0,29-May-2021 (14:47:54)
Nuevo León,1424449.0,29-May-2021 (14:47:54)
Oaxaca,822900.0,29-May-2021 (14:47:54)
Puebla,979686.0,29-May-2021 (14:47:54)
Querétaro,,29-May-2021 (14:47:54)
Quintana Roo,308862.0,29-May-2021 (14:47:54)
San Luis Potosí,727568.0,29-May-2021 (14:47:54)
Sinaloa,859471.0,29-May-2021 (14:47:54)
Sonora,632056.0,29-May-2021 (14:47:54)
Tabasco,514424.0,29-May-2021 (14:47:54)
Tamaulipas,868424.0,29-May-2021 (14:47:54)
Tlaxcala,291858.0,29-May-2021 (14:47:54)
Veracruz,1552291.0,29-May-2021 (14:47:54)
Yucatán,621093.0,29-May-2021 (14:47:54)
Zacatecas,413797.0,29-May-2021 (14:47:54)
Guanajuato,1307686.0,29-May-2021 (14:47:54)
