Estado,vacunados,descarga
Aguascalientes,672046,30-Jul-2021 (20:19:49)
Baja California,2619957,30-Jul-2021 (20:19:49)
Baja California Sur,495096,30-Jul-2021 (20:19:49)
Campeche,339468,30-Jul-2021 (20:19:49)
Chiapas,1084785,30-Jul-2021 (20:19:49)
Chihuahua,2330506,30-Jul-2021 (20:19:49)
Coahuila,1422268,30-Jul-2021 (20:19:49)
Colima,340099,30-Jul-2021 (20:19:49)
CDMX,7141549,30-Jul-2021 (20:19:49)
Durango,673625,30-Jul-2021 (20:19:49)
Guerrero,1100838,30-Jul-2021 (20:19:49)
Hidalgo,1341619,30-Jul-2021 (20:19:49)
Jalisco,2951668,30-Jul-2021 (20:19:49)
Estado de México,6954905,30-Jul-2021 (20:19:49)
Michoacán,1615778,30-Jul-2021 (20:19:49)
Morelos,862767,30-Jul-2021 (20:19:49)
Nayarit,517765,30-Jul-2021 (20:19:49)
Nuevo León,2557127,30-Jul-2021 (20:19:49)
Oaxaca,1250683,30-Jul-2021 (20:19:49)
Puebla,1579490,30-Jul-2021 (20:19:49)
Querétaro,966324,30-Jul-2021 (20:19:49)
Quintana Roo,779936,30-Jul-2021 (20:19:49)
San Luis Potosí,1143918,30-Jul-2021 (20:19:49)
Sinaloa,1732466,30-Jul-2021 (20:19:49)
Sonora,1389838,30-Jul-2021 (20:19:49)
Tabasco,964660,30-Jul-2021 (20:19:49)
Tamaulipas,1604805,30-Jul-2021 (20:19:49)
Tlaxcala,532018,30-Jul-2021 (20:19:49)
Veracruz,2820734,30-Jul-2021 (20:19:49)
Yucatán,1413533,30-Jul-2021 (20:19:49)
Zacatecas,752720,30-Jul-2021 (20:19:49)
Guanajuato,2589607,30-Jul-2021 (20:19:49)
