Estado,vacunados,descarga
Aguascalientes,672046,12-Aug-2021 (23:00:53)
Baja California,2619957,12-Aug-2021 (23:00:53)
Baja California Sur,495096,12-Aug-2021 (23:00:53)
Campeche,339468,12-Aug-2021 (23:00:53)
Chiapas,1084785,12-Aug-2021 (23:00:53)
Chihuahua,2330506,12-Aug-2021 (23:00:53)
Coahuila,1422268,12-Aug-2021 (23:00:53)
Colima,340099,12-Aug-2021 (23:00:53)
CDMX,7141549,12-Aug-2021 (23:00:53)
Durango,673625,12-Aug-2021 (23:00:53)
Guerrero,1100838,12-Aug-2021 (23:00:53)
Hidalgo,1341619,12-Aug-2021 (23:00:53)
Jalisco,2951668,12-Aug-2021 (23:00:53)
Estado de México,6954905,12-Aug-2021 (23:00:53)
Michoacán,1615778,12-Aug-2021 (23:00:53)
Morelos,862767,12-Aug-2021 (23:00:53)
Nayarit,517765,12-Aug-2021 (23:00:53)
Nuevo León,2557127,12-Aug-2021 (23:00:53)
Oaxaca,1250683,12-Aug-2021 (23:00:53)
Puebla,1579490,12-Aug-2021 (23:00:53)
Querétaro,966324,12-Aug-2021 (23:00:53)
Quintana Roo,779936,12-Aug-2021 (23:00:53)
San Luis Potosí,1143918,12-Aug-2021 (23:00:53)
Sinaloa,1732466,12-Aug-2021 (23:00:53)
Sonora,1389838,12-Aug-2021 (23:00:53)
Tabasco,964660,12-Aug-2021 (23:00:53)
Tamaulipas,1604805,12-Aug-2021 (23:00:53)
Tlaxcala,532018,12-Aug-2021 (23:00:53)
Veracruz,2820734,12-Aug-2021 (23:00:53)
Yucatán,1413533,12-Aug-2021 (23:00:53)
Zacatecas,752720,12-Aug-2021 (23:00:53)
Guanajuato,2589607,12-Aug-2021 (23:00:53)
