Estado,vacunados,descarga
Aguascalientes,623608,18-Jul-2021 (20:41:49)
Baja California,2616423,18-Jul-2021 (20:41:49)
Baja California Sur,445816,18-Jul-2021 (20:41:49)
Campeche,331139,18-Jul-2021 (20:41:49)
Chiapas,960264,18-Jul-2021 (20:41:49)
Chihuahua,2093615,18-Jul-2021 (20:41:49)
Coahuila,1393147,18-Jul-2021 (20:41:49)
Colima,312025,18-Jul-2021 (20:41:49)
CDMX,6909665,18-Jul-2021 (20:41:49)
Durango,673391,18-Jul-2021 (20:41:49)
Guerrero,1071323,18-Jul-2021 (20:41:49)
Hidalgo,1300147,18-Jul-2021 (20:41:49)
Jalisco,2839232,18-Jul-2021 (20:41:49)
Estado de México,6702643,18-Jul-2021 (20:41:49)
Michoacán,1525782,18-Jul-2021 (20:41:49)
Morelos,839186,18-Jul-2021 (20:41:49)
Nayarit,511215,18-Jul-2021 (20:41:49)
Nuevo León,2526951,18-Jul-2021 (20:41:49)
Oaxaca,1219749,18-Jul-2021 (20:41:49)
Puebla,1557676,18-Jul-2021 (20:41:49)
Querétaro,925608,18-Jul-2021 (20:41:49)
Quintana Roo,770521,18-Jul-2021 (20:41:49)
San Luis Potosí,1123273,18-Jul-2021 (20:41:49)
Sinaloa,1695828,18-Jul-2021 (20:41:49)
Sonora,1329549,18-Jul-2021 (20:41:49)
Tabasco,961453,18-Jul-2021 (20:41:49)
Tamaulipas,1563868,18-Jul-2021 (20:41:49)
Tlaxcala,473129,18-Jul-2021 (20:41:49)
Veracruz,2759512,18-Jul-2021 (20:41:49)
Yucatán,1404789,18-Jul-2021 (20:41:49)
Zacatecas,731565,18-Jul-2021 (20:41:49)
Guanajuato,2512913,18-Jul-2021 (20:41:49)
