Estado,vacunados,descarga
Aguascalientes,1650383,09-Jan-2022 (22:36:18)
Baja California,3276777,09-Jan-2022 (22:36:18)
Baja California Sur,947698,09-Jan-2022 (22:36:18)
Campeche,1164995,09-Jan-2022 (22:36:18)
Chiapas,3771407,09-Jan-2022 (22:36:18)
Chihuahua,4527102,09-Jan-2022 (22:36:18)
Coahuila,3650430,09-Jan-2022 (22:36:18)
Colima,863882,09-Jan-2022 (22:36:18)
CDMX,13156558,09-Jan-2022 (22:36:18)
Durango,2036751,09-Jan-2022 (22:36:18)
Guerrero,2931834,09-Jan-2022 (22:36:18)
Hidalgo,3750376,09-Jan-2022 (22:36:18)
Jalisco,8493172,09-Jan-2022 (22:36:18)
Estado de México,22460360,09-Jan-2022 (22:36:18)
Michoacán,4557489,09-Jan-2022 (22:36:18)
Morelos,2251565,09-Jan-2022 (22:36:18)
Nayarit,1346349,09-Jan-2022 (22:36:18)
Nuevo León,7193423,09-Jan-2022 (22:36:18)
Oaxaca,3580404,09-Jan-2022 (22:36:18)
Puebla,7069302,09-Jan-2022 (22:36:18)
Querétaro,3108862,09-Jan-2022 (22:36:18)
Quintana Roo,2366344,09-Jan-2022 (22:36:18)
San Luis Potosí,3233287,09-Jan-2022 (22:36:18)
Sinaloa,3832082,09-Jan-2022 (22:36:18)
Sonora,3529952,09-Jan-2022 (22:36:18)
Tabasco,2966754,09-Jan-2022 (22:36:18)
Tamaulipas,4234931,09-Jan-2022 (22:36:18)
Tlaxcala,1637982,09-Jan-2022 (22:36:18)
Veracruz,7898309,09-Jan-2022 (22:36:18)
Yucatán,2917155,09-Jan-2022 (22:36:18)
Zacatecas,1806999,09-Jan-2022 (22:36:18)
Guanajuato,7062547,09-Jan-2022 (22:36:18)
