Estado,vacunados,descarga
Aguascalientes,494384.0,28-Jun-2021 (18:43:58)
Baja California,1871559.0,28-Jun-2021 (18:43:58)
Baja California Sur,298986.0,28-Jun-2021 (18:43:58)
Campeche,324534.0,28-Jun-2021 (18:43:58)
Chiapas,790397.0,28-Jun-2021 (18:43:58)
Chihuahua,1213451.0,28-Jun-2021 (18:43:58)
Coahuila,1113121.0,28-Jun-2021 (18:43:58)
Colima,269591.0,28-Jun-2021 (18:43:58)
CDMX,5131547.0,28-Jun-2021 (18:43:58)
Durango,587670.0,28-Jun-2021 (18:43:58)
Guerrero,914118.0,28-Jun-2021 (18:43:58)
Hidalgo,981557.0,28-Jun-2021 (18:43:58)
Jalisco,2164087.0,28-Jun-2021 (18:43:58)
Estado de México,5328590.0,28-Jun-2021 (18:43:58)
Michoacán,1215727.0,28-Jun-2021 (18:43:58)
Morelos,700952.0,28-Jun-2021 (18:43:58)
Nayarit,437672.0,28-Jun-2021 (18:43:58)
Nuevo León,2169783.0,28-Jun-2021 (18:43:58)
Oaxaca,1026449.0,28-Jun-2021 (18:43:58)
Puebla,1345902.0,28-Jun-2021 (18:43:58)
Querétaro,,28-Jun-2021 (18:43:58)
Quintana Roo,548816.0,28-Jun-2021 (18:43:58)
San Luis Potosí,854565.0,28-Jun-2021 (18:43:58)
Sinaloa,1150890.0,28-Jun-2021 (18:43:58)
Sonora,927697.0,28-Jun-2021 (18:43:58)
Tabasco,880375.0,28-Jun-2021 (18:43:58)
Tamaulipas,1308061.0,28-Jun-2021 (18:43:58)
Tlaxcala,365733.0,28-Jun-2021 (18:43:58)
Veracruz,2083068.0,28-Jun-2021 (18:43:58)
Yucatán,1049838.0,28-Jun-2021 (18:43:58)
Zacatecas,615438.0,28-Jun-2021 (18:43:58)
Guanajuato,1901367.0,28-Jun-2021 (18:43:58)
