Estado,vacunados,descarga
Aguascalientes,623608,21-Jul-2021 (15:53:27)
Baja California,2616423,21-Jul-2021 (15:53:27)
Baja California Sur,445816,21-Jul-2021 (15:53:27)
Campeche,331139,21-Jul-2021 (15:53:27)
Chiapas,960264,21-Jul-2021 (15:53:27)
Chihuahua,2093615,21-Jul-2021 (15:53:27)
Coahuila,1393147,21-Jul-2021 (15:53:27)
Colima,312025,21-Jul-2021 (15:53:27)
CDMX,6909665,21-Jul-2021 (15:53:27)
Durango,673391,21-Jul-2021 (15:53:27)
Guerrero,1071323,21-Jul-2021 (15:53:27)
Hidalgo,1300147,21-Jul-2021 (15:53:27)
Jalisco,2839232,21-Jul-2021 (15:53:27)
Estado de México,6702643,21-Jul-2021 (15:53:27)
Michoacán,1525782,21-Jul-2021 (15:53:27)
Morelos,839186,21-Jul-2021 (15:53:27)
Nayarit,511215,21-Jul-2021 (15:53:27)
Nuevo León,2526951,21-Jul-2021 (15:53:27)
Oaxaca,1219749,21-Jul-2021 (15:53:27)
Puebla,1557676,21-Jul-2021 (15:53:27)
Querétaro,925608,21-Jul-2021 (15:53:27)
Quintana Roo,770521,21-Jul-2021 (15:53:27)
San Luis Potosí,1123273,21-Jul-2021 (15:53:27)
Sinaloa,1695828,21-Jul-2021 (15:53:27)
Sonora,1329549,21-Jul-2021 (15:53:27)
Tabasco,961453,21-Jul-2021 (15:53:27)
Tamaulipas,1563868,21-Jul-2021 (15:53:27)
Tlaxcala,473129,21-Jul-2021 (15:53:27)
Veracruz,2759512,21-Jul-2021 (15:53:27)
Yucatán,1404789,21-Jul-2021 (15:53:27)
Zacatecas,731565,21-Jul-2021 (15:53:27)
Guanajuato,2512913,21-Jul-2021 (15:53:27)
