Estado,vacunados,descarga
Aguascalientes,672046,15-Aug-2021 (17:41:01)
Baja California,2619957,15-Aug-2021 (17:41:01)
Baja California Sur,495096,15-Aug-2021 (17:41:01)
Campeche,339468,15-Aug-2021 (17:41:01)
Chiapas,1084785,15-Aug-2021 (17:41:01)
Chihuahua,2330506,15-Aug-2021 (17:41:01)
Coahuila,1422268,15-Aug-2021 (17:41:01)
Colima,340099,15-Aug-2021 (17:41:01)
CDMX,7141549,15-Aug-2021 (17:41:01)
Durango,673625,15-Aug-2021 (17:41:01)
Guerrero,1100838,15-Aug-2021 (17:41:01)
Hidalgo,1341619,15-Aug-2021 (17:41:01)
Jalisco,2951668,15-Aug-2021 (17:41:01)
Estado de México,6954905,15-Aug-2021 (17:41:01)
Michoacán,1615778,15-Aug-2021 (17:41:01)
Morelos,862767,15-Aug-2021 (17:41:01)
Nayarit,517765,15-Aug-2021 (17:41:01)
Nuevo León,2557127,15-Aug-2021 (17:41:01)
Oaxaca,1250683,15-Aug-2021 (17:41:01)
Puebla,1579490,15-Aug-2021 (17:41:01)
Querétaro,966324,15-Aug-2021 (17:41:01)
Quintana Roo,779936,15-Aug-2021 (17:41:01)
San Luis Potosí,1143918,15-Aug-2021 (17:41:01)
Sinaloa,1732466,15-Aug-2021 (17:41:01)
Sonora,1389838,15-Aug-2021 (17:41:01)
Tabasco,964660,15-Aug-2021 (17:41:01)
Tamaulipas,1604805,15-Aug-2021 (17:41:01)
Tlaxcala,532018,15-Aug-2021 (17:41:01)
Veracruz,2820734,15-Aug-2021 (17:41:01)
Yucatán,1413533,15-Aug-2021 (17:41:01)
Zacatecas,752720,15-Aug-2021 (17:41:01)
Guanajuato,2589607,15-Aug-2021 (17:41:01)
