Estado,vacunados,descarga
Aguascalientes,1134792,01-Nov-2021 (10:47:48)
Baja California,2216707,01-Nov-2021 (10:47:48)
Baja California Sur,623101,01-Nov-2021 (10:47:48)
Campeche,748205,01-Nov-2021 (10:47:48)
Chiapas,1939970,01-Nov-2021 (10:47:48)
Chihuahua,3158011,01-Nov-2021 (10:47:48)
Coahuila,1711320,01-Nov-2021 (10:47:48)
Colima,450604,01-Nov-2021 (10:47:48)
CDMX,8970111,01-Nov-2021 (10:47:48)
Durango,1056873,01-Nov-2021 (10:47:48)
Guerrero,2029843,01-Nov-2021 (10:47:48)
Hidalgo,2192816,01-Nov-2021 (10:47:48)
Jalisco,4034338,01-Nov-2021 (10:47:48)
Estado de México,9993988,01-Nov-2021 (10:47:48)
Michoacán,2899105,01-Nov-2021 (10:47:48)
Morelos,1287867,01-Nov-2021 (10:47:48)
Nayarit,807696,01-Nov-2021 (10:47:48)
Nuevo León,2793910,01-Nov-2021 (10:47:48)
Oaxaca,2074584,01-Nov-2021 (10:47:48)
Puebla,3301036,01-Nov-2021 (10:47:48)
Querétaro,1771290,01-Nov-2021 (10:47:48)
Quintana Roo,1417624,01-Nov-2021 (10:47:48)
San Luis Potosí,1938490,01-Nov-2021 (10:47:48)
Sinaloa,2768835,01-Nov-2021 (10:47:48)
Sonora,1960272,01-Nov-2021 (10:47:48)
Tabasco,1518780,01-Nov-2021 (10:47:48)
Tamaulipas,2942931,01-Nov-2021 (10:47:48)
Tlaxcala,850315,01-Nov-2021 (10:47:48)
Veracruz,4638648,01-Nov-2021 (10:47:48)
Yucatán,1949221,01-Nov-2021 (10:47:48)
Zacatecas,1121200,01-Nov-2021 (10:47:48)
Guanajuato,3588613,01-Nov-2021 (10:47:48)
