Estado,vacunados,descarga
Aguascalientes,1134792,08-Oct-2021 (15:05:33)
Baja California,2216707,08-Oct-2021 (15:05:33)
Baja California Sur,623101,08-Oct-2021 (15:05:33)
Campeche,748205,08-Oct-2021 (15:05:33)
Chiapas,1939970,08-Oct-2021 (15:05:33)
Chihuahua,3158011,08-Oct-2021 (15:05:33)
Coahuila,1711320,08-Oct-2021 (15:05:33)
Colima,450604,08-Oct-2021 (15:05:33)
CDMX,8970111,08-Oct-2021 (15:05:33)
Durango,1056873,08-Oct-2021 (15:05:33)
Guerrero,2029843,08-Oct-2021 (15:05:33)
Hidalgo,2192816,08-Oct-2021 (15:05:33)
Jalisco,4034338,08-Oct-2021 (15:05:33)
Estado de México,9993988,08-Oct-2021 (15:05:33)
Michoacán,2899105,08-Oct-2021 (15:05:33)
Morelos,1287867,08-Oct-2021 (15:05:33)
Nayarit,807696,08-Oct-2021 (15:05:33)
Nuevo León,2793910,08-Oct-2021 (15:05:33)
Oaxaca,2074584,08-Oct-2021 (15:05:33)
Puebla,3301036,08-Oct-2021 (15:05:33)
Querétaro,1771290,08-Oct-2021 (15:05:33)
Quintana Roo,1417624,08-Oct-2021 (15:05:33)
San Luis Potosí,1938490,08-Oct-2021 (15:05:33)
Sinaloa,2768835,08-Oct-2021 (15:05:33)
Sonora,1960272,08-Oct-2021 (15:05:33)
Tabasco,1518780,08-Oct-2021 (15:05:33)
Tamaulipas,2942931,08-Oct-2021 (15:05:33)
Tlaxcala,850315,08-Oct-2021 (15:05:33)
Veracruz,4638648,08-Oct-2021 (15:05:33)
Yucatán,1949221,08-Oct-2021 (15:05:33)
Zacatecas,1121200,08-Oct-2021 (15:05:33)
Guanajuato,3588613,08-Oct-2021 (15:05:33)
