Estado,vacunados,descarga
Aguascalientes,1650383,02-Feb-2022 (14:47:55)
Baja California,3276777,02-Feb-2022 (14:47:55)
Baja California Sur,947698,02-Feb-2022 (14:47:55)
Campeche,1164995,02-Feb-2022 (14:47:55)
Chiapas,3771407,02-Feb-2022 (14:47:55)
Chihuahua,4527102,02-Feb-2022 (14:47:55)
Coahuila,3650430,02-Feb-2022 (14:47:55)
Colima,863882,02-Feb-2022 (14:47:55)
CDMX,13156558,02-Feb-2022 (14:47:55)
Durango,2036751,02-Feb-2022 (14:47:55)
Guerrero,2931834,02-Feb-2022 (14:47:55)
Hidalgo,3750376,02-Feb-2022 (14:47:55)
Jalisco,8493172,02-Feb-2022 (14:47:55)
Estado de México,22460360,02-Feb-2022 (14:47:55)
Michoacán,4557489,02-Feb-2022 (14:47:55)
Morelos,2251565,02-Feb-2022 (14:47:55)
Nayarit,1346349,02-Feb-2022 (14:47:55)
Nuevo León,7193423,02-Feb-2022 (14:47:55)
Oaxaca,3580404,02-Feb-2022 (14:47:55)
Puebla,7069302,02-Feb-2022 (14:47:55)
Querétaro,3108862,02-Feb-2022 (14:47:55)
Quintana Roo,2366344,02-Feb-2022 (14:47:55)
San Luis Potosí,3233287,02-Feb-2022 (14:47:55)
Sinaloa,3832082,02-Feb-2022 (14:47:55)
Sonora,3529952,02-Feb-2022 (14:47:55)
Tabasco,2966754,02-Feb-2022 (14:47:55)
Tamaulipas,4234931,02-Feb-2022 (14:47:55)
Tlaxcala,1637982,02-Feb-2022 (14:47:55)
Veracruz,7898309,02-Feb-2022 (14:47:55)
Yucatán,2917155,02-Feb-2022 (14:47:55)
Zacatecas,1806999,02-Feb-2022 (14:47:55)
Guanajuato,7062547,02-Feb-2022 (14:47:55)
