Estado,vacunados,descarga
Aguascalientes,592376.0,08-Jul-2021 (19:24:14)
Baja California,2430450.0,08-Jul-2021 (19:24:14)
Baja California Sur,395224.0,08-Jul-2021 (19:24:14)
Campeche,330066.0,08-Jul-2021 (19:24:14)
Chiapas,898146.0,08-Jul-2021 (19:24:14)
Chihuahua,1430964.0,08-Jul-2021 (19:24:14)
Coahuila,1260393.0,08-Jul-2021 (19:24:14)
Colima,288429.0,08-Jul-2021 (19:24:14)
CDMX,5810244.0,08-Jul-2021 (19:24:14)
Durango,638654.0,08-Jul-2021 (19:24:14)
Guerrero,991672.0,08-Jul-2021 (19:24:14)
Hidalgo,1139922.0,08-Jul-2021 (19:24:14)
Jalisco,2437811.0,08-Jul-2021 (19:24:14)
Estado de México,6030796.0,08-Jul-2021 (19:24:14)
Michoacán,1288295.0,08-Jul-2021 (19:24:14)
Morelos,764542.0,08-Jul-2021 (19:24:14)
Nayarit,458169.0,08-Jul-2021 (19:24:14)
Nuevo León,2368116.0,08-Jul-2021 (19:24:14)
Oaxaca,1132374.0,08-Jul-2021 (19:24:14)
Puebla,1531172.0,08-Jul-2021 (19:24:14)
Querétaro,,08-Jul-2021 (19:24:14)
Quintana Roo,673842.0,08-Jul-2021 (19:24:14)
San Luis Potosí,1033751.0,08-Jul-2021 (19:24:14)
Sinaloa,1396339.0,08-Jul-2021 (19:24:14)
Sonora,1099623.0,08-Jul-2021 (19:24:14)
Tabasco,912322.0,08-Jul-2021 (19:24:14)
Tamaulipas,1431882.0,08-Jul-2021 (19:24:14)
Tlaxcala,381738.0,08-Jul-2021 (19:24:14)
Veracruz,2347668.0,08-Jul-2021 (19:24:14)
Yucatán,1275597.0,08-Jul-2021 (19:24:14)
Zacatecas,693754.0,08-Jul-2021 (19:24:14)
Guanajuato,2249763.0,08-Jul-2021 (19:24:14)
