Estado,vacunados,descarga
Aguascalientes,1134792,01-Oct-2021 (11:22:17)
Baja California,2216707,01-Oct-2021 (11:22:17)
Baja California Sur,623101,01-Oct-2021 (11:22:17)
Campeche,748205,01-Oct-2021 (11:22:17)
Chiapas,1939970,01-Oct-2021 (11:22:17)
Chihuahua,3158011,01-Oct-2021 (11:22:17)
Coahuila,1711320,01-Oct-2021 (11:22:17)
Colima,450604,01-Oct-2021 (11:22:17)
CDMX,8970111,01-Oct-2021 (11:22:17)
Durango,1056873,01-Oct-2021 (11:22:17)
Guerrero,2029843,01-Oct-2021 (11:22:17)
Hidalgo,2192816,01-Oct-2021 (11:22:17)
Jalisco,4034338,01-Oct-2021 (11:22:17)
Estado de México,9993988,01-Oct-2021 (11:22:17)
Michoacán,2899105,01-Oct-2021 (11:22:17)
Morelos,1287867,01-Oct-2021 (11:22:17)
Nayarit,807696,01-Oct-2021 (11:22:17)
Nuevo León,2793910,01-Oct-2021 (11:22:17)
Oaxaca,2074584,01-Oct-2021 (11:22:17)
Puebla,3301036,01-Oct-2021 (11:22:17)
Querétaro,1771290,01-Oct-2021 (11:22:17)
Quintana Roo,1417624,01-Oct-2021 (11:22:17)
San Luis Potosí,1938490,01-Oct-2021 (11:22:17)
Sinaloa,2768835,01-Oct-2021 (11:22:17)
Sonora,1960272,01-Oct-2021 (11:22:17)
Tabasco,1518780,01-Oct-2021 (11:22:17)
Tamaulipas,2942931,01-Oct-2021 (11:22:17)
Tlaxcala,850315,01-Oct-2021 (11:22:17)
Veracruz,4638648,01-Oct-2021 (11:22:17)
Yucatán,1949221,01-Oct-2021 (11:22:17)
Zacatecas,1121200,01-Oct-2021 (11:22:17)
Guanajuato,3588613,01-Oct-2021 (11:22:17)
