Estado,vacunados,descarga
Aguascalientes,1134792,11-Oct-2021 (23:14:22)
Baja California,2216707,11-Oct-2021 (23:14:22)
Baja California Sur,623101,11-Oct-2021 (23:14:22)
Campeche,748205,11-Oct-2021 (23:14:22)
Chiapas,1939970,11-Oct-2021 (23:14:22)
Chihuahua,3158011,11-Oct-2021 (23:14:22)
Coahuila,1711320,11-Oct-2021 (23:14:22)
Colima,450604,11-Oct-2021 (23:14:22)
CDMX,8970111,11-Oct-2021 (23:14:22)
Durango,1056873,11-Oct-2021 (23:14:22)
Guerrero,2029843,11-Oct-2021 (23:14:22)
Hidalgo,2192816,11-Oct-2021 (23:14:22)
Jalisco,4034338,11-Oct-2021 (23:14:22)
Estado de México,9993988,11-Oct-2021 (23:14:22)
Michoacán,2899105,11-Oct-2021 (23:14:22)
Morelos,1287867,11-Oct-2021 (23:14:22)
Nayarit,807696,11-Oct-2021 (23:14:22)
Nuevo León,2793910,11-Oct-2021 (23:14:22)
Oaxaca,2074584,11-Oct-2021 (23:14:22)
Puebla,3301036,11-Oct-2021 (23:14:22)
Querétaro,1771290,11-Oct-2021 (23:14:22)
Quintana Roo,1417624,11-Oct-2021 (23:14:22)
San Luis Potosí,1938490,11-Oct-2021 (23:14:22)
Sinaloa,2768835,11-Oct-2021 (23:14:22)
Sonora,1960272,11-Oct-2021 (23:14:22)
Tabasco,1518780,11-Oct-2021 (23:14:22)
Tamaulipas,2942931,11-Oct-2021 (23:14:22)
Tlaxcala,850315,11-Oct-2021 (23:14:22)
Veracruz,4638648,11-Oct-2021 (23:14:22)
Yucatán,1949221,11-Oct-2021 (23:14:22)
Zacatecas,1121200,11-Oct-2021 (23:14:22)
Guanajuato,3588613,11-Oct-2021 (23:14:22)
