Estado,vacunados,descarga
Aguascalientes,672046,31-Aug-2021 (11:50:30)
Baja California,2619957,31-Aug-2021 (11:50:30)
Baja California Sur,495096,31-Aug-2021 (11:50:30)
Campeche,339468,31-Aug-2021 (11:50:30)
Chiapas,1084785,31-Aug-2021 (11:50:30)
Chihuahua,2330506,31-Aug-2021 (11:50:30)
Coahuila,1422268,31-Aug-2021 (11:50:30)
Colima,340099,31-Aug-2021 (11:50:30)
CDMX,7141549,31-Aug-2021 (11:50:30)
Durango,673625,31-Aug-2021 (11:50:30)
Guerrero,1100838,31-Aug-2021 (11:50:30)
Hidalgo,1341619,31-Aug-2021 (11:50:30)
Jalisco,2951668,31-Aug-2021 (11:50:30)
Estado de México,6954905,31-Aug-2021 (11:50:30)
Michoacán,1615778,31-Aug-2021 (11:50:30)
Morelos,862767,31-Aug-2021 (11:50:30)
Nayarit,517765,31-Aug-2021 (11:50:30)
Nuevo León,2557127,31-Aug-2021 (11:50:30)
Oaxaca,1250683,31-Aug-2021 (11:50:30)
Puebla,1579490,31-Aug-2021 (11:50:30)
Querétaro,966324,31-Aug-2021 (11:50:30)
Quintana Roo,779936,31-Aug-2021 (11:50:30)
San Luis Potosí,1143918,31-Aug-2021 (11:50:30)
Sinaloa,1732466,31-Aug-2021 (11:50:30)
Sonora,1389838,31-Aug-2021 (11:50:30)
Tabasco,964660,31-Aug-2021 (11:50:30)
Tamaulipas,1604805,31-Aug-2021 (11:50:30)
Tlaxcala,532018,31-Aug-2021 (11:50:30)
Veracruz,2820734,31-Aug-2021 (11:50:30)
Yucatán,1413533,31-Aug-2021 (11:50:30)
Zacatecas,752720,31-Aug-2021 (11:50:30)
Guanajuato,2589607,31-Aug-2021 (11:50:30)
