Estado,vacunados,descarga
Aguascalientes,1650383,09-Apr-2022 (03:55:03)
Baja California,3276777,09-Apr-2022 (03:55:03)
Baja California Sur,947698,09-Apr-2022 (03:55:03)
Campeche,1164995,09-Apr-2022 (03:55:03)
Chiapas,3771407,09-Apr-2022 (03:55:03)
Chihuahua,4527102,09-Apr-2022 (03:55:03)
Coahuila,3650430,09-Apr-2022 (03:55:03)
Colima,863882,09-Apr-2022 (03:55:03)
CDMX,13156558,09-Apr-2022 (03:55:03)
Durango,2036751,09-Apr-2022 (03:55:03)
Guerrero,2931834,09-Apr-2022 (03:55:03)
Hidalgo,3750376,09-Apr-2022 (03:55:03)
Jalisco,8493172,09-Apr-2022 (03:55:03)
Estado de México,22460360,09-Apr-2022 (03:55:03)
Michoacán,4557489,09-Apr-2022 (03:55:03)
Morelos,2251565,09-Apr-2022 (03:55:03)
Nayarit,1346349,09-Apr-2022 (03:55:03)
Nuevo León,7193423,09-Apr-2022 (03:55:03)
Oaxaca,3580404,09-Apr-2022 (03:55:03)
Puebla,7069302,09-Apr-2022 (03:55:03)
Querétaro,3108862,09-Apr-2022 (03:55:03)
Quintana Roo,2366344,09-Apr-2022 (03:55:03)
San Luis Potosí,3233287,09-Apr-2022 (03:55:03)
Sinaloa,3832082,09-Apr-2022 (03:55:03)
Sonora,3529952,09-Apr-2022 (03:55:03)
Tabasco,2966754,09-Apr-2022 (03:55:03)
Tamaulipas,4234931,09-Apr-2022 (03:55:03)
Tlaxcala,1637982,09-Apr-2022 (03:55:03)
Veracruz,7898309,09-Apr-2022 (03:55:03)
Yucatán,2917155,09-Apr-2022 (03:55:03)
Zacatecas,1806999,09-Apr-2022 (03:55:03)
Guanajuato,7062547,09-Apr-2022 (03:55:03)
