Estado,vacunados,descarga
Aguascalientes,370316.0,01-Jun-2021 (12:17:12)
Baja California,755854.0,01-Jun-2021 (12:17:12)
Baja California Sur,190839.0,01-Jun-2021 (12:17:12)
Campeche,248909.0,01-Jun-2021 (12:17:12)
Chiapas,624970.0,01-Jun-2021 (12:17:12)
Chihuahua,915129.0,01-Jun-2021 (12:17:12)
Coahuila,811261.0,01-Jun-2021 (12:17:12)
Colima,212445.0,01-Jun-2021 (12:17:12)
CDMX,4328422.0,01-Jun-2021 (12:17:12)
Durango,499184.0,01-Jun-2021 (12:17:12)
Guerrero,729573.0,01-Jun-2021 (12:17:12)
Hidalgo,777946.0,01-Jun-2021 (12:17:12)
Jalisco,1574093.0,01-Jun-2021 (12:17:12)
Estado de México,3839337.0,01-Jun-2021 (12:17:12)
Michoacán,987827.0,01-Jun-2021 (12:17:12)
Morelos,538502.0,01-Jun-2021 (12:17:12)
Nayarit,323899.0,01-Jun-2021 (12:17:12)
Nuevo León,1665183.0,01-Jun-2021 (12:17:12)
Oaxaca,862234.0,01-Jun-2021 (12:17:12)
Puebla,1043858.0,01-Jun-2021 (12:17:12)
Querétaro,,01-Jun-2021 (12:17:12)
Quintana Roo,317451.0,01-Jun-2021 (12:17:12)
San Luis Potosí,754296.0,01-Jun-2021 (12:17:12)
Sinaloa,898680.0,01-Jun-2021 (12:17:12)
Sonora,710782.0,01-Jun-2021 (12:17:12)
Tabasco,534814.0,01-Jun-2021 (12:17:12)
Tamaulipas,944174.0,01-Jun-2021 (12:17:12)
Tlaxcala,306870.0,01-Jun-2021 (12:17:12)
Veracruz,1668991.0,01-Jun-2021 (12:17:12)
Yucatán,697153.0,01-Jun-2021 (12:17:12)
Zacatecas,425510.0,01-Jun-2021 (12:17:12)
Guanajuato,1430028.0,01-Jun-2021 (12:17:12)
