Estado,vacunados,descarga
Aguascalientes,672046,20-Aug-2021 (13:00:21)
Baja California,2619957,20-Aug-2021 (13:00:21)
Baja California Sur,495096,20-Aug-2021 (13:00:21)
Campeche,339468,20-Aug-2021 (13:00:21)
Chiapas,1084785,20-Aug-2021 (13:00:21)
Chihuahua,2330506,20-Aug-2021 (13:00:21)
Coahuila,1422268,20-Aug-2021 (13:00:21)
Colima,340099,20-Aug-2021 (13:00:21)
CDMX,7141549,20-Aug-2021 (13:00:21)
Durango,673625,20-Aug-2021 (13:00:21)
Guerrero,1100838,20-Aug-2021 (13:00:21)
Hidalgo,1341619,20-Aug-2021 (13:00:21)
Jalisco,2951668,20-Aug-2021 (13:00:21)
Estado de México,6954905,20-Aug-2021 (13:00:21)
Michoacán,1615778,20-Aug-2021 (13:00:21)
Morelos,862767,20-Aug-2021 (13:00:21)
Nayarit,517765,20-Aug-2021 (13:00:21)
Nuevo León,2557127,20-Aug-2021 (13:00:21)
Oaxaca,1250683,20-Aug-2021 (13:00:21)
Puebla,1579490,20-Aug-2021 (13:00:21)
Querétaro,966324,20-Aug-2021 (13:00:21)
Quintana Roo,779936,20-Aug-2021 (13:00:21)
San Luis Potosí,1143918,20-Aug-2021 (13:00:21)
Sinaloa,1732466,20-Aug-2021 (13:00:21)
Sonora,1389838,20-Aug-2021 (13:00:21)
Tabasco,964660,20-Aug-2021 (13:00:21)
Tamaulipas,1604805,20-Aug-2021 (13:00:21)
Tlaxcala,532018,20-Aug-2021 (13:00:21)
Veracruz,2820734,20-Aug-2021 (13:00:21)
Yucatán,1413533,20-Aug-2021 (13:00:21)
Zacatecas,752720,20-Aug-2021 (13:00:21)
Guanajuato,2589607,20-Aug-2021 (13:00:21)
