Estado,vacunados,descarga
Aguascalientes,1650383,02-May-2022 (03:55:07)
Baja California,3276777,02-May-2022 (03:55:07)
Baja California Sur,947698,02-May-2022 (03:55:07)
Campeche,1164995,02-May-2022 (03:55:07)
Chiapas,3771407,02-May-2022 (03:55:07)
Chihuahua,4527102,02-May-2022 (03:55:07)
Coahuila,3650430,02-May-2022 (03:55:07)
Colima,863882,02-May-2022 (03:55:07)
CDMX,13156558,02-May-2022 (03:55:07)
Durango,2036751,02-May-2022 (03:55:07)
Guerrero,2931834,02-May-2022 (03:55:07)
Hidalgo,3750376,02-May-2022 (03:55:07)
Jalisco,8493172,02-May-2022 (03:55:07)
Estado de México,22460360,02-May-2022 (03:55:07)
Michoacán,4557489,02-May-2022 (03:55:07)
Morelos,2251565,02-May-2022 (03:55:07)
Nayarit,1346349,02-May-2022 (03:55:07)
Nuevo León,7193423,02-May-2022 (03:55:07)
Oaxaca,3580404,02-May-2022 (03:55:07)
Puebla,7069302,02-May-2022 (03:55:07)
Querétaro,3108862,02-May-2022 (03:55:07)
Quintana Roo,2366344,02-May-2022 (03:55:07)
San Luis Potosí,3233287,02-May-2022 (03:55:07)
Sinaloa,3832082,02-May-2022 (03:55:07)
Sonora,3529952,02-May-2022 (03:55:07)
Tabasco,2966754,02-May-2022 (03:55:07)
Tamaulipas,4234931,02-May-2022 (03:55:07)
Tlaxcala,1637982,02-May-2022 (03:55:07)
Veracruz,7898309,02-May-2022 (03:55:07)
Yucatán,2917155,02-May-2022 (03:55:07)
Zacatecas,1806999,02-May-2022 (03:55:07)
Guanajuato,7062547,02-May-2022 (03:55:07)
