Estado,vacunados,descarga
Aguascalientes,494384.0,25-Jun-2021 (18:38:24)
Baja California,1871559.0,25-Jun-2021 (18:38:24)
Baja California Sur,298986.0,25-Jun-2021 (18:38:24)
Campeche,324534.0,25-Jun-2021 (18:38:24)
Chiapas,790397.0,25-Jun-2021 (18:38:24)
Chihuahua,1213451.0,25-Jun-2021 (18:38:24)
Coahuila,1113121.0,25-Jun-2021 (18:38:24)
Colima,269591.0,25-Jun-2021 (18:38:24)
CDMX,5131547.0,25-Jun-2021 (18:38:24)
Durango,587670.0,25-Jun-2021 (18:38:24)
Guerrero,914118.0,25-Jun-2021 (18:38:24)
Hidalgo,981557.0,25-Jun-2021 (18:38:24)
Jalisco,2164087.0,25-Jun-2021 (18:38:24)
Estado de México,5328590.0,25-Jun-2021 (18:38:24)
Michoacán,1215727.0,25-Jun-2021 (18:38:24)
Morelos,700952.0,25-Jun-2021 (18:38:24)
Nayarit,437672.0,25-Jun-2021 (18:38:24)
Nuevo León,2169783.0,25-Jun-2021 (18:38:24)
Oaxaca,1026449.0,25-Jun-2021 (18:38:24)
Puebla,1345902.0,25-Jun-2021 (18:38:24)
Querétaro,,25-Jun-2021 (18:38:24)
Quintana Roo,548816.0,25-Jun-2021 (18:38:24)
San Luis Potosí,854565.0,25-Jun-2021 (18:38:24)
Sinaloa,1150890.0,25-Jun-2021 (18:38:24)
Sonora,927697.0,25-Jun-2021 (18:38:24)
Tabasco,880375.0,25-Jun-2021 (18:38:24)
Tamaulipas,1308061.0,25-Jun-2021 (18:38:24)
Tlaxcala,365733.0,25-Jun-2021 (18:38:24)
Veracruz,2083068.0,25-Jun-2021 (18:38:24)
Yucatán,1049838.0,25-Jun-2021 (18:38:24)
Zacatecas,615438.0,25-Jun-2021 (18:38:24)
Guanajuato,1901367.0,25-Jun-2021 (18:38:24)
