Estado,vacunados,descarga
Aguascalientes,1134792,06-Oct-2021 (12:40:05)
Baja California,2216707,06-Oct-2021 (12:40:05)
Baja California Sur,623101,06-Oct-2021 (12:40:05)
Campeche,748205,06-Oct-2021 (12:40:05)
Chiapas,1939970,06-Oct-2021 (12:40:05)
Chihuahua,3158011,06-Oct-2021 (12:40:05)
Coahuila,1711320,06-Oct-2021 (12:40:05)
Colima,450604,06-Oct-2021 (12:40:05)
CDMX,8970111,06-Oct-2021 (12:40:05)
Durango,1056873,06-Oct-2021 (12:40:05)
Guerrero,2029843,06-Oct-2021 (12:40:05)
Hidalgo,2192816,06-Oct-2021 (12:40:05)
Jalisco,4034338,06-Oct-2021 (12:40:05)
Estado de México,9993988,06-Oct-2021 (12:40:05)
Michoacán,2899105,06-Oct-2021 (12:40:05)
Morelos,1287867,06-Oct-2021 (12:40:05)
Nayarit,807696,06-Oct-2021 (12:40:05)
Nuevo León,2793910,06-Oct-2021 (12:40:05)
Oaxaca,2074584,06-Oct-2021 (12:40:05)
Puebla,3301036,06-Oct-2021 (12:40:05)
Querétaro,1771290,06-Oct-2021 (12:40:05)
Quintana Roo,1417624,06-Oct-2021 (12:40:05)
San Luis Potosí,1938490,06-Oct-2021 (12:40:05)
Sinaloa,2768835,06-Oct-2021 (12:40:05)
Sonora,1960272,06-Oct-2021 (12:40:05)
Tabasco,1518780,06-Oct-2021 (12:40:05)
Tamaulipas,2942931,06-Oct-2021 (12:40:05)
Tlaxcala,850315,06-Oct-2021 (12:40:05)
Veracruz,4638648,06-Oct-2021 (12:40:05)
Yucatán,1949221,06-Oct-2021 (12:40:05)
Zacatecas,1121200,06-Oct-2021 (12:40:05)
Guanajuato,3588613,06-Oct-2021 (12:40:05)
