Estado,vacunados,descarga
Aguascalientes,1650383,15-Apr-2022 (03:55:05)
Baja California,3276777,15-Apr-2022 (03:55:05)
Baja California Sur,947698,15-Apr-2022 (03:55:05)
Campeche,1164995,15-Apr-2022 (03:55:05)
Chiapas,3771407,15-Apr-2022 (03:55:05)
Chihuahua,4527102,15-Apr-2022 (03:55:05)
Coahuila,3650430,15-Apr-2022 (03:55:05)
Colima,863882,15-Apr-2022 (03:55:05)
CDMX,13156558,15-Apr-2022 (03:55:05)
Durango,2036751,15-Apr-2022 (03:55:05)
Guerrero,2931834,15-Apr-2022 (03:55:05)
Hidalgo,3750376,15-Apr-2022 (03:55:05)
Jalisco,8493172,15-Apr-2022 (03:55:05)
Estado de México,22460360,15-Apr-2022 (03:55:05)
Michoacán,4557489,15-Apr-2022 (03:55:05)
Morelos,2251565,15-Apr-2022 (03:55:05)
Nayarit,1346349,15-Apr-2022 (03:55:05)
Nuevo León,7193423,15-Apr-2022 (03:55:05)
Oaxaca,3580404,15-Apr-2022 (03:55:05)
Puebla,7069302,15-Apr-2022 (03:55:05)
Querétaro,3108862,15-Apr-2022 (03:55:05)
Quintana Roo,2366344,15-Apr-2022 (03:55:05)
San Luis Potosí,3233287,15-Apr-2022 (03:55:05)
Sinaloa,3832082,15-Apr-2022 (03:55:05)
Sonora,3529952,15-Apr-2022 (03:55:05)
Tabasco,2966754,15-Apr-2022 (03:55:05)
Tamaulipas,4234931,15-Apr-2022 (03:55:05)
Tlaxcala,1637982,15-Apr-2022 (03:55:05)
Veracruz,7898309,15-Apr-2022 (03:55:05)
Yucatán,2917155,15-Apr-2022 (03:55:05)
Zacatecas,1806999,15-Apr-2022 (03:55:05)
Guanajuato,7062547,15-Apr-2022 (03:55:05)
