Estado,vacunados,descarga
Aguascalientes,1134792,29-Sep-2021 (10:17:22)
Baja California,2216707,29-Sep-2021 (10:17:22)
Baja California Sur,623101,29-Sep-2021 (10:17:22)
Campeche,748205,29-Sep-2021 (10:17:22)
Chiapas,1939970,29-Sep-2021 (10:17:22)
Chihuahua,3158011,29-Sep-2021 (10:17:22)
Coahuila,1711320,29-Sep-2021 (10:17:22)
Colima,450604,29-Sep-2021 (10:17:22)
CDMX,8970111,29-Sep-2021 (10:17:22)
Durango,1056873,29-Sep-2021 (10:17:22)
Guerrero,2029843,29-Sep-2021 (10:17:22)
Hidalgo,2192816,29-Sep-2021 (10:17:22)
Jalisco,4034338,29-Sep-2021 (10:17:22)
Estado de México,9993988,29-Sep-2021 (10:17:22)
Michoacán,2899105,29-Sep-2021 (10:17:22)
Morelos,1287867,29-Sep-2021 (10:17:22)
Nayarit,807696,29-Sep-2021 (10:17:22)
Nuevo León,2793910,29-Sep-2021 (10:17:22)
Oaxaca,2074584,29-Sep-2021 (10:17:22)
Puebla,3301036,29-Sep-2021 (10:17:22)
Querétaro,1771290,29-Sep-2021 (10:17:22)
Quintana Roo,1417624,29-Sep-2021 (10:17:22)
San Luis Potosí,1938490,29-Sep-2021 (10:17:22)
Sinaloa,2768835,29-Sep-2021 (10:17:22)
Sonora,1960272,29-Sep-2021 (10:17:22)
Tabasco,1518780,29-Sep-2021 (10:17:22)
Tamaulipas,2942931,29-Sep-2021 (10:17:22)
Tlaxcala,850315,29-Sep-2021 (10:17:22)
Veracruz,4638648,29-Sep-2021 (10:17:22)
Yucatán,1949221,29-Sep-2021 (10:17:22)
Zacatecas,1121200,29-Sep-2021 (10:17:22)
Guanajuato,3588613,29-Sep-2021 (10:17:22)
