Estado,vacunados,descarga
Aguascalientes,672046,13-Aug-2021 (10:10:43)
Baja California,2619957,13-Aug-2021 (10:10:43)
Baja California Sur,495096,13-Aug-2021 (10:10:43)
Campeche,339468,13-Aug-2021 (10:10:43)
Chiapas,1084785,13-Aug-2021 (10:10:43)
Chihuahua,2330506,13-Aug-2021 (10:10:43)
Coahuila,1422268,13-Aug-2021 (10:10:43)
Colima,340099,13-Aug-2021 (10:10:43)
CDMX,7141549,13-Aug-2021 (10:10:43)
Durango,673625,13-Aug-2021 (10:10:43)
Guerrero,1100838,13-Aug-2021 (10:10:43)
Hidalgo,1341619,13-Aug-2021 (10:10:43)
Jalisco,2951668,13-Aug-2021 (10:10:43)
Estado de México,6954905,13-Aug-2021 (10:10:43)
Michoacán,1615778,13-Aug-2021 (10:10:43)
Morelos,862767,13-Aug-2021 (10:10:43)
Nayarit,517765,13-Aug-2021 (10:10:43)
Nuevo León,2557127,13-Aug-2021 (10:10:43)
Oaxaca,1250683,13-Aug-2021 (10:10:43)
Puebla,1579490,13-Aug-2021 (10:10:43)
Querétaro,966324,13-Aug-2021 (10:10:43)
Quintana Roo,779936,13-Aug-2021 (10:10:43)
San Luis Potosí,1143918,13-Aug-2021 (10:10:43)
Sinaloa,1732466,13-Aug-2021 (10:10:43)
Sonora,1389838,13-Aug-2021 (10:10:43)
Tabasco,964660,13-Aug-2021 (10:10:43)
Tamaulipas,1604805,13-Aug-2021 (10:10:43)
Tlaxcala,532018,13-Aug-2021 (10:10:43)
Veracruz,2820734,13-Aug-2021 (10:10:43)
Yucatán,1413533,13-Aug-2021 (10:10:43)
Zacatecas,752720,13-Aug-2021 (10:10:43)
Guanajuato,2589607,13-Aug-2021 (10:10:43)
