Estado,vacunados,descarga
Aguascalientes,592376.0,05-Jul-2021 (20:54:36)
Baja California,2430450.0,05-Jul-2021 (20:54:36)
Baja California Sur,395224.0,05-Jul-2021 (20:54:36)
Campeche,330066.0,05-Jul-2021 (20:54:36)
Chiapas,898146.0,05-Jul-2021 (20:54:36)
Chihuahua,1430964.0,05-Jul-2021 (20:54:36)
Coahuila,1260393.0,05-Jul-2021 (20:54:36)
Colima,288429.0,05-Jul-2021 (20:54:36)
CDMX,5810244.0,05-Jul-2021 (20:54:36)
Durango,638654.0,05-Jul-2021 (20:54:36)
Guerrero,991672.0,05-Jul-2021 (20:54:36)
Hidalgo,1139922.0,05-Jul-2021 (20:54:36)
Jalisco,2437811.0,05-Jul-2021 (20:54:36)
Estado de México,6030796.0,05-Jul-2021 (20:54:36)
Michoacán,1288295.0,05-Jul-2021 (20:54:36)
Morelos,764542.0,05-Jul-2021 (20:54:36)
Nayarit,458169.0,05-Jul-2021 (20:54:36)
Nuevo León,2368116.0,05-Jul-2021 (20:54:36)
Oaxaca,1132374.0,05-Jul-2021 (20:54:36)
Puebla,1531172.0,05-Jul-2021 (20:54:36)
Querétaro,,05-Jul-2021 (20:54:36)
Quintana Roo,673842.0,05-Jul-2021 (20:54:36)
San Luis Potosí,1033751.0,05-Jul-2021 (20:54:36)
Sinaloa,1396339.0,05-Jul-2021 (20:54:36)
Sonora,1099623.0,05-Jul-2021 (20:54:36)
Tabasco,912322.0,05-Jul-2021 (20:54:36)
Tamaulipas,1431882.0,05-Jul-2021 (20:54:36)
Tlaxcala,381738.0,05-Jul-2021 (20:54:36)
Veracruz,2347668.0,05-Jul-2021 (20:54:36)
Yucatán,1275597.0,05-Jul-2021 (20:54:36)
Zacatecas,693754.0,05-Jul-2021 (20:54:36)
Guanajuato,2249763.0,05-Jul-2021 (20:54:36)
