Estado,vacunados,descarga
Aguascalientes,672046,10-Aug-2021 (12:09:20)
Baja California,2619957,10-Aug-2021 (12:09:20)
Baja California Sur,495096,10-Aug-2021 (12:09:20)
Campeche,339468,10-Aug-2021 (12:09:20)
Chiapas,1084785,10-Aug-2021 (12:09:20)
Chihuahua,2330506,10-Aug-2021 (12:09:20)
Coahuila,1422268,10-Aug-2021 (12:09:20)
Colima,340099,10-Aug-2021 (12:09:20)
CDMX,7141549,10-Aug-2021 (12:09:20)
Durango,673625,10-Aug-2021 (12:09:20)
Guerrero,1100838,10-Aug-2021 (12:09:20)
Hidalgo,1341619,10-Aug-2021 (12:09:20)
Jalisco,2951668,10-Aug-2021 (12:09:20)
Estado de México,6954905,10-Aug-2021 (12:09:20)
Michoacán,1615778,10-Aug-2021 (12:09:20)
Morelos,862767,10-Aug-2021 (12:09:20)
Nayarit,517765,10-Aug-2021 (12:09:20)
Nuevo León,2557127,10-Aug-2021 (12:09:20)
Oaxaca,1250683,10-Aug-2021 (12:09:20)
Puebla,1579490,10-Aug-2021 (12:09:20)
Querétaro,966324,10-Aug-2021 (12:09:20)
Quintana Roo,779936,10-Aug-2021 (12:09:20)
San Luis Potosí,1143918,10-Aug-2021 (12:09:20)
Sinaloa,1732466,10-Aug-2021 (12:09:20)
Sonora,1389838,10-Aug-2021 (12:09:20)
Tabasco,964660,10-Aug-2021 (12:09:20)
Tamaulipas,1604805,10-Aug-2021 (12:09:20)
Tlaxcala,532018,10-Aug-2021 (12:09:20)
Veracruz,2820734,10-Aug-2021 (12:09:20)
Yucatán,1413533,10-Aug-2021 (12:09:20)
Zacatecas,752720,10-Aug-2021 (12:09:20)
Guanajuato,2589607,10-Aug-2021 (12:09:20)
