Estado,vacunados,descarga
Aguascalientes,592376.0,07-Jul-2021 (23:15:02)
Baja California,2430450.0,07-Jul-2021 (23:15:02)
Baja California Sur,395224.0,07-Jul-2021 (23:15:02)
Campeche,330066.0,07-Jul-2021 (23:15:02)
Chiapas,898146.0,07-Jul-2021 (23:15:02)
Chihuahua,1430964.0,07-Jul-2021 (23:15:02)
Coahuila,1260393.0,07-Jul-2021 (23:15:02)
Colima,288429.0,07-Jul-2021 (23:15:02)
CDMX,5810244.0,07-Jul-2021 (23:15:02)
Durango,638654.0,07-Jul-2021 (23:15:02)
Guerrero,991672.0,07-Jul-2021 (23:15:02)
Hidalgo,1139922.0,07-Jul-2021 (23:15:02)
Jalisco,2437811.0,07-Jul-2021 (23:15:02)
Estado de México,6030796.0,07-Jul-2021 (23:15:02)
Michoacán,1288295.0,07-Jul-2021 (23:15:02)
Morelos,764542.0,07-Jul-2021 (23:15:02)
Nayarit,458169.0,07-Jul-2021 (23:15:02)
Nuevo León,2368116.0,07-Jul-2021 (23:15:02)
Oaxaca,1132374.0,07-Jul-2021 (23:15:02)
Puebla,1531172.0,07-Jul-2021 (23:15:02)
Querétaro,,07-Jul-2021 (23:15:02)
Quintana Roo,673842.0,07-Jul-2021 (23:15:02)
San Luis Potosí,1033751.0,07-Jul-2021 (23:15:02)
Sinaloa,1396339.0,07-Jul-2021 (23:15:02)
Sonora,1099623.0,07-Jul-2021 (23:15:02)
Tabasco,912322.0,07-Jul-2021 (23:15:02)
Tamaulipas,1431882.0,07-Jul-2021 (23:15:02)
Tlaxcala,381738.0,07-Jul-2021 (23:15:02)
Veracruz,2347668.0,07-Jul-2021 (23:15:02)
Yucatán,1275597.0,07-Jul-2021 (23:15:02)
Zacatecas,693754.0,07-Jul-2021 (23:15:02)
Guanajuato,2249763.0,07-Jul-2021 (23:15:02)
