Estado,vacunados,descarga
Aguascalientes,364949.0,28-May-2021 (14:05:34)
Baja California,725739.0,28-May-2021 (14:05:34)
Baja California Sur,186528.0,28-May-2021 (14:05:34)
Campeche,245474.0,28-May-2021 (14:05:34)
Chiapas,621090.0,28-May-2021 (14:05:34)
Chihuahua,865741.0,28-May-2021 (14:05:34)
Coahuila,810509.0,28-May-2021 (14:05:34)
Colima,191062.0,28-May-2021 (14:05:34)
CDMX,4017462.0,28-May-2021 (14:05:34)
Durango,443980.0,28-May-2021 (14:05:34)
Guerrero,723569.0,28-May-2021 (14:05:34)
Hidalgo,736433.0,28-May-2021 (14:05:34)
Jalisco,1523835.0,28-May-2021 (14:05:34)
Estado de México,3443990.0,28-May-2021 (14:05:34)
Michoacán,974106.0,28-May-2021 (14:05:34)
Morelos,516179.0,28-May-2021 (14:05:34)
Nayarit,314225.0,28-May-2021 (14:05:34)
Nuevo León,1424449.0,28-May-2021 (14:05:34)
Oaxaca,822900.0,28-May-2021 (14:05:34)
Puebla,979686.0,28-May-2021 (14:05:34)
Querétaro,,28-May-2021 (14:05:34)
Quintana Roo,308862.0,28-May-2021 (14:05:34)
San Luis Potosí,727568.0,28-May-2021 (14:05:34)
Sinaloa,859471.0,28-May-2021 (14:05:34)
Sonora,632056.0,28-May-2021 (14:05:34)
Tabasco,514424.0,28-May-2021 (14:05:34)
Tamaulipas,868424.0,28-May-2021 (14:05:34)
Tlaxcala,291858.0,28-May-2021 (14:05:34)
Veracruz,1552291.0,28-May-2021 (14:05:34)
Yucatán,621093.0,28-May-2021 (14:05:34)
Zacatecas,413797.0,28-May-2021 (14:05:34)
Guanajuato,1307686.0,28-May-2021 (14:05:34)
