Estado,vacunados,descarga
Aguascalientes,623608,19-Jul-2021 (19:37:04)
Baja California,2616423,19-Jul-2021 (19:37:04)
Baja California Sur,445816,19-Jul-2021 (19:37:04)
Campeche,331139,19-Jul-2021 (19:37:04)
Chiapas,960264,19-Jul-2021 (19:37:04)
Chihuahua,2093615,19-Jul-2021 (19:37:04)
Coahuila,1393147,19-Jul-2021 (19:37:04)
Colima,312025,19-Jul-2021 (19:37:04)
CDMX,6909665,19-Jul-2021 (19:37:04)
Durango,673391,19-Jul-2021 (19:37:04)
Guerrero,1071323,19-Jul-2021 (19:37:04)
Hidalgo,1300147,19-Jul-2021 (19:37:04)
Jalisco,2839232,19-Jul-2021 (19:37:04)
Estado de México,6702643,19-Jul-2021 (19:37:04)
Michoacán,1525782,19-Jul-2021 (19:37:04)
Morelos,839186,19-Jul-2021 (19:37:04)
Nayarit,511215,19-Jul-2021 (19:37:04)
Nuevo León,2526951,19-Jul-2021 (19:37:04)
Oaxaca,1219749,19-Jul-2021 (19:37:04)
Puebla,1557676,19-Jul-2021 (19:37:04)
Querétaro,925608,19-Jul-2021 (19:37:04)
Quintana Roo,770521,19-Jul-2021 (19:37:04)
San Luis Potosí,1123273,19-Jul-2021 (19:37:04)
Sinaloa,1695828,19-Jul-2021 (19:37:04)
Sonora,1329549,19-Jul-2021 (19:37:04)
Tabasco,961453,19-Jul-2021 (19:37:04)
Tamaulipas,1563868,19-Jul-2021 (19:37:04)
Tlaxcala,473129,19-Jul-2021 (19:37:04)
Veracruz,2759512,19-Jul-2021 (19:37:04)
Yucatán,1404789,19-Jul-2021 (19:37:04)
Zacatecas,731565,19-Jul-2021 (19:37:04)
Guanajuato,2512913,19-Jul-2021 (19:37:04)
