Estado,vacunados,descarga
Aguascalientes,1366140,29-Nov-2021 (13:47:50)
Baja California,2662407,29-Nov-2021 (13:47:50)
Baja California Sur,795650,29-Nov-2021 (13:47:50)
Campeche,954607,29-Nov-2021 (13:47:50)
Chiapas,2408907,29-Nov-2021 (13:47:50)
Chihuahua,3642611,29-Nov-2021 (13:47:50)
Coahuila,2375177,29-Nov-2021 (13:47:50)
Colima,645770,29-Nov-2021 (13:47:50)
CDMX,11706088,29-Nov-2021 (13:47:50)
Durango,1388317,29-Nov-2021 (13:47:50)
Guerrero,2257674,29-Nov-2021 (13:47:50)
Hidalgo,2834862,29-Nov-2021 (13:47:50)
Jalisco,5815250,29-Nov-2021 (13:47:50)
Estado de México,13409000,29-Nov-2021 (13:47:50)
Michoacán,3603368,29-Nov-2021 (13:47:50)
Morelos,1808780,29-Nov-2021 (13:47:50)
Nayarit,1008004,29-Nov-2021 (13:47:50)
Nuevo León,3573989,29-Nov-2021 (13:47:50)
Oaxaca,2550136,29-Nov-2021 (13:47:50)
Puebla,4675270,29-Nov-2021 (13:47:50)
Querétaro,2343603,29-Nov-2021 (13:47:50)
Quintana Roo,1827346,29-Nov-2021 (13:47:50)
San Luis Potosí,2361923,29-Nov-2021 (13:47:50)
Sinaloa,3272155,29-Nov-2021 (13:47:50)
Sonora,2685212,29-Nov-2021 (13:47:50)
Tabasco,1981460,29-Nov-2021 (13:47:50)
Tamaulipas,3697767,29-Nov-2021 (13:47:50)
Tlaxcala,1248872,29-Nov-2021 (13:47:50)
Veracruz,5848645,29-Nov-2021 (13:47:50)
Yucatán,2260970,29-Nov-2021 (13:47:50)
Zacatecas,1432749,29-Nov-2021 (13:47:50)
Guanajuato,4416973,29-Nov-2021 (13:47:50)
