Estado,vacunados,descarga
Aguascalientes,592376.0,12-Jul-2021 (19:29:48)
Baja California,2430450.0,12-Jul-2021 (19:29:48)
Baja California Sur,395224.0,12-Jul-2021 (19:29:48)
Campeche,330066.0,12-Jul-2021 (19:29:48)
Chiapas,898146.0,12-Jul-2021 (19:29:48)
Chihuahua,1430964.0,12-Jul-2021 (19:29:48)
Coahuila,1260393.0,12-Jul-2021 (19:29:48)
Colima,288429.0,12-Jul-2021 (19:29:48)
CDMX,5810244.0,12-Jul-2021 (19:29:48)
Durango,638654.0,12-Jul-2021 (19:29:48)
Guerrero,991672.0,12-Jul-2021 (19:29:48)
Hidalgo,1139922.0,12-Jul-2021 (19:29:48)
Jalisco,2437811.0,12-Jul-2021 (19:29:48)
Estado de México,6030796.0,12-Jul-2021 (19:29:48)
Michoacán,1288295.0,12-Jul-2021 (19:29:48)
Morelos,764542.0,12-Jul-2021 (19:29:48)
Nayarit,458169.0,12-Jul-2021 (19:29:48)
Nuevo León,2368116.0,12-Jul-2021 (19:29:48)
Oaxaca,1132374.0,12-Jul-2021 (19:29:48)
Puebla,1531172.0,12-Jul-2021 (19:29:48)
Querétaro,,12-Jul-2021 (19:29:48)
Quintana Roo,673842.0,12-Jul-2021 (19:29:48)
San Luis Potosí,1033751.0,12-Jul-2021 (19:29:48)
Sinaloa,1396339.0,12-Jul-2021 (19:29:48)
Sonora,1099623.0,12-Jul-2021 (19:29:48)
Tabasco,912322.0,12-Jul-2021 (19:29:48)
Tamaulipas,1431882.0,12-Jul-2021 (19:29:48)
Tlaxcala,381738.0,12-Jul-2021 (19:29:48)
Veracruz,2347668.0,12-Jul-2021 (19:29:48)
Yucatán,1275597.0,12-Jul-2021 (19:29:48)
Zacatecas,693754.0,12-Jul-2021 (19:29:48)
Guanajuato,2249763.0,12-Jul-2021 (19:29:48)
