Estado,vacunados,descarga
Aguascalientes,672046,24-Jul-2021 (22:17:45)
Baja California,2619957,24-Jul-2021 (22:17:45)
Baja California Sur,495096,24-Jul-2021 (22:17:45)
Campeche,339468,24-Jul-2021 (22:17:45)
Chiapas,1084785,24-Jul-2021 (22:17:45)
Chihuahua,2330506,24-Jul-2021 (22:17:45)
Coahuila,1422268,24-Jul-2021 (22:17:45)
Colima,340099,24-Jul-2021 (22:17:45)
CDMX,7141549,24-Jul-2021 (22:17:45)
Durango,673625,24-Jul-2021 (22:17:45)
Guerrero,1100838,24-Jul-2021 (22:17:45)
Hidalgo,1341619,24-Jul-2021 (22:17:45)
Jalisco,2951668,24-Jul-2021 (22:17:45)
Estado de México,6954905,24-Jul-2021 (22:17:45)
Michoacán,1615778,24-Jul-2021 (22:17:45)
Morelos,862767,24-Jul-2021 (22:17:45)
Nayarit,517765,24-Jul-2021 (22:17:45)
Nuevo León,2557127,24-Jul-2021 (22:17:45)
Oaxaca,1250683,24-Jul-2021 (22:17:45)
Puebla,1579490,24-Jul-2021 (22:17:45)
Querétaro,966324,24-Jul-2021 (22:17:45)
Quintana Roo,779936,24-Jul-2021 (22:17:45)
San Luis Potosí,1143918,24-Jul-2021 (22:17:45)
Sinaloa,1732466,24-Jul-2021 (22:17:45)
Sonora,1389838,24-Jul-2021 (22:17:45)
Tabasco,964660,24-Jul-2021 (22:17:45)
Tamaulipas,1604805,24-Jul-2021 (22:17:45)
Tlaxcala,532018,24-Jul-2021 (22:17:45)
Veracruz,2820734,24-Jul-2021 (22:17:45)
Yucatán,1413533,24-Jul-2021 (22:17:45)
Zacatecas,752720,24-Jul-2021 (22:17:45)
Guanajuato,2589607,24-Jul-2021 (22:17:45)
