Estado,vacunados,descarga
Aguascalientes,672046,07-Aug-2021 (09:02:08)
Baja California,2619957,07-Aug-2021 (09:02:08)
Baja California Sur,495096,07-Aug-2021 (09:02:08)
Campeche,339468,07-Aug-2021 (09:02:08)
Chiapas,1084785,07-Aug-2021 (09:02:08)
Chihuahua,2330506,07-Aug-2021 (09:02:08)
Coahuila,1422268,07-Aug-2021 (09:02:08)
Colima,340099,07-Aug-2021 (09:02:08)
CDMX,7141549,07-Aug-2021 (09:02:08)
Durango,673625,07-Aug-2021 (09:02:08)
Guerrero,1100838,07-Aug-2021 (09:02:08)
Hidalgo,1341619,07-Aug-2021 (09:02:08)
Jalisco,2951668,07-Aug-2021 (09:02:08)
Estado de México,6954905,07-Aug-2021 (09:02:08)
Michoacán,1615778,07-Aug-2021 (09:02:08)
Morelos,862767,07-Aug-2021 (09:02:08)
Nayarit,517765,07-Aug-2021 (09:02:08)
Nuevo León,2557127,07-Aug-2021 (09:02:08)
Oaxaca,1250683,07-Aug-2021 (09:02:08)
Puebla,1579490,07-Aug-2021 (09:02:08)
Querétaro,966324,07-Aug-2021 (09:02:08)
Quintana Roo,779936,07-Aug-2021 (09:02:08)
San Luis Potosí,1143918,07-Aug-2021 (09:02:08)
Sinaloa,1732466,07-Aug-2021 (09:02:08)
Sonora,1389838,07-Aug-2021 (09:02:08)
Tabasco,964660,07-Aug-2021 (09:02:08)
Tamaulipas,1604805,07-Aug-2021 (09:02:08)
Tlaxcala,532018,07-Aug-2021 (09:02:08)
Veracruz,2820734,07-Aug-2021 (09:02:08)
Yucatán,1413533,07-Aug-2021 (09:02:08)
Zacatecas,752720,07-Aug-2021 (09:02:08)
Guanajuato,2589607,07-Aug-2021 (09:02:08)
