Estado,vacunados,descarga
Aguascalientes,445347.0,16-Jun-2021 (20:38:18)
Baja California,1065144.0,16-Jun-2021 (20:38:18)
Baja California Sur,261079.0,16-Jun-2021 (20:38:18)
Campeche,292403.0,16-Jun-2021 (20:38:18)
Chiapas,732841.0,16-Jun-2021 (20:38:18)
Chihuahua,1137580.0,16-Jun-2021 (20:38:18)
Coahuila,987372.0,16-Jun-2021 (20:38:18)
Colima,256810.0,16-Jun-2021 (20:38:18)
CDMX,5007816.0,16-Jun-2021 (20:38:18)
Durango,565099.0,16-Jun-2021 (20:38:18)
Guerrero,857891.0,16-Jun-2021 (20:38:18)
Hidalgo,967654.0,16-Jun-2021 (20:38:18)
Jalisco,1947473.0,16-Jun-2021 (20:38:18)
Estado de México,5180460.0,16-Jun-2021 (20:38:18)
Michoacán,1117327.0,16-Jun-2021 (20:38:18)
Morelos,617639.0,16-Jun-2021 (20:38:18)
Nayarit,386955.0,16-Jun-2021 (20:38:18)
Nuevo León,1950194.0,16-Jun-2021 (20:38:18)
Oaxaca,944918.0,16-Jun-2021 (20:38:18)
Puebla,1252766.0,16-Jun-2021 (20:38:18)
Querétaro,,16-Jun-2021 (20:38:18)
Quintana Roo,489921.0,16-Jun-2021 (20:38:18)
San Luis Potosí,823784.0,16-Jun-2021 (20:38:18)
Sinaloa,1080557.0,16-Jun-2021 (20:38:18)
Sonora,899394.0,16-Jun-2021 (20:38:18)
Tabasco,838561.0,16-Jun-2021 (20:38:18)
Tamaulipas,1146888.0,16-Jun-2021 (20:38:18)
Tlaxcala,364299.0,16-Jun-2021 (20:38:18)
Veracruz,1932673.0,16-Jun-2021 (20:38:18)
Yucatán,996637.0,16-Jun-2021 (20:38:18)
Zacatecas,579648.0,16-Jun-2021 (20:38:18)
Guanajuato,1767903.0,16-Jun-2021 (20:38:18)
