Estado,vacunados,descarga
Aguascalientes,672046,02-Aug-2021 (18:33:07)
Baja California,2619957,02-Aug-2021 (18:33:07)
Baja California Sur,495096,02-Aug-2021 (18:33:07)
Campeche,339468,02-Aug-2021 (18:33:07)
Chiapas,1084785,02-Aug-2021 (18:33:07)
Chihuahua,2330506,02-Aug-2021 (18:33:07)
Coahuila,1422268,02-Aug-2021 (18:33:07)
Colima,340099,02-Aug-2021 (18:33:07)
CDMX,7141549,02-Aug-2021 (18:33:07)
Durango,673625,02-Aug-2021 (18:33:07)
Guerrero,1100838,02-Aug-2021 (18:33:07)
Hidalgo,1341619,02-Aug-2021 (18:33:07)
Jalisco,2951668,02-Aug-2021 (18:33:07)
Estado de México,6954905,02-Aug-2021 (18:33:07)
Michoacán,1615778,02-Aug-2021 (18:33:07)
Morelos,862767,02-Aug-2021 (18:33:07)
Nayarit,517765,02-Aug-2021 (18:33:07)
Nuevo León,2557127,02-Aug-2021 (18:33:07)
Oaxaca,1250683,02-Aug-2021 (18:33:07)
Puebla,1579490,02-Aug-2021 (18:33:07)
Querétaro,966324,02-Aug-2021 (18:33:07)
Quintana Roo,779936,02-Aug-2021 (18:33:07)
San Luis Potosí,1143918,02-Aug-2021 (18:33:07)
Sinaloa,1732466,02-Aug-2021 (18:33:07)
Sonora,1389838,02-Aug-2021 (18:33:07)
Tabasco,964660,02-Aug-2021 (18:33:07)
Tamaulipas,1604805,02-Aug-2021 (18:33:07)
Tlaxcala,532018,02-Aug-2021 (18:33:07)
Veracruz,2820734,02-Aug-2021 (18:33:07)
Yucatán,1413533,02-Aug-2021 (18:33:07)
Zacatecas,752720,02-Aug-2021 (18:33:07)
Guanajuato,2589607,02-Aug-2021 (18:33:07)
