Estado,vacunados,descarga
Aguascalientes,672046,27-Aug-2021 (15:42:35)
Baja California,2619957,27-Aug-2021 (15:42:35)
Baja California Sur,495096,27-Aug-2021 (15:42:35)
Campeche,339468,27-Aug-2021 (15:42:35)
Chiapas,1084785,27-Aug-2021 (15:42:35)
Chihuahua,2330506,27-Aug-2021 (15:42:35)
Coahuila,1422268,27-Aug-2021 (15:42:35)
Colima,340099,27-Aug-2021 (15:42:35)
CDMX,7141549,27-Aug-2021 (15:42:35)
Durango,673625,27-Aug-2021 (15:42:35)
Guerrero,1100838,27-Aug-2021 (15:42:35)
Hidalgo,1341619,27-Aug-2021 (15:42:35)
Jalisco,2951668,27-Aug-2021 (15:42:35)
Estado de México,6954905,27-Aug-2021 (15:42:35)
Michoacán,1615778,27-Aug-2021 (15:42:35)
Morelos,862767,27-Aug-2021 (15:42:35)
Nayarit,517765,27-Aug-2021 (15:42:35)
Nuevo León,2557127,27-Aug-2021 (15:42:35)
Oaxaca,1250683,27-Aug-2021 (15:42:35)
Puebla,1579490,27-Aug-2021 (15:42:35)
Querétaro,966324,27-Aug-2021 (15:42:35)
Quintana Roo,779936,27-Aug-2021 (15:42:35)
San Luis Potosí,1143918,27-Aug-2021 (15:42:35)
Sinaloa,1732466,27-Aug-2021 (15:42:35)
Sonora,1389838,27-Aug-2021 (15:42:35)
Tabasco,964660,27-Aug-2021 (15:42:35)
Tamaulipas,1604805,27-Aug-2021 (15:42:35)
Tlaxcala,532018,27-Aug-2021 (15:42:35)
Veracruz,2820734,27-Aug-2021 (15:42:35)
Yucatán,1413533,27-Aug-2021 (15:42:35)
Zacatecas,752720,27-Aug-2021 (15:42:35)
Guanajuato,2589607,27-Aug-2021 (15:42:35)
