Estado,vacunados,descarga
Aguascalientes,672046,08-Aug-2021 (18:56:14)
Baja California,2619957,08-Aug-2021 (18:56:14)
Baja California Sur,495096,08-Aug-2021 (18:56:14)
Campeche,339468,08-Aug-2021 (18:56:14)
Chiapas,1084785,08-Aug-2021 (18:56:14)
Chihuahua,2330506,08-Aug-2021 (18:56:14)
Coahuila,1422268,08-Aug-2021 (18:56:14)
Colima,340099,08-Aug-2021 (18:56:14)
CDMX,7141549,08-Aug-2021 (18:56:14)
Durango,673625,08-Aug-2021 (18:56:14)
Guerrero,1100838,08-Aug-2021 (18:56:14)
Hidalgo,1341619,08-Aug-2021 (18:56:14)
Jalisco,2951668,08-Aug-2021 (18:56:14)
Estado de México,6954905,08-Aug-2021 (18:56:14)
Michoacán,1615778,08-Aug-2021 (18:56:14)
Morelos,862767,08-Aug-2021 (18:56:14)
Nayarit,517765,08-Aug-2021 (18:56:14)
Nuevo León,2557127,08-Aug-2021 (18:56:14)
Oaxaca,1250683,08-Aug-2021 (18:56:14)
Puebla,1579490,08-Aug-2021 (18:56:14)
Querétaro,966324,08-Aug-2021 (18:56:14)
Quintana Roo,779936,08-Aug-2021 (18:56:14)
San Luis Potosí,1143918,08-Aug-2021 (18:56:14)
Sinaloa,1732466,08-Aug-2021 (18:56:14)
Sonora,1389838,08-Aug-2021 (18:56:14)
Tabasco,964660,08-Aug-2021 (18:56:14)
Tamaulipas,1604805,08-Aug-2021 (18:56:14)
Tlaxcala,532018,08-Aug-2021 (18:56:14)
Veracruz,2820734,08-Aug-2021 (18:56:14)
Yucatán,1413533,08-Aug-2021 (18:56:14)
Zacatecas,752720,08-Aug-2021 (18:56:14)
Guanajuato,2589607,08-Aug-2021 (18:56:14)
