Estado,vacunados,descarga
Aguascalientes,445347.0,21-Jun-2021 (22:41:26)
Baja California,1065144.0,21-Jun-2021 (22:41:26)
Baja California Sur,261079.0,21-Jun-2021 (22:41:26)
Campeche,292403.0,21-Jun-2021 (22:41:26)
Chiapas,732841.0,21-Jun-2021 (22:41:26)
Chihuahua,1137580.0,21-Jun-2021 (22:41:26)
Coahuila,987372.0,21-Jun-2021 (22:41:26)
Colima,256810.0,21-Jun-2021 (22:41:26)
CDMX,5007816.0,21-Jun-2021 (22:41:26)
Durango,565099.0,21-Jun-2021 (22:41:26)
Guerrero,857891.0,21-Jun-2021 (22:41:26)
Hidalgo,967654.0,21-Jun-2021 (22:41:26)
Jalisco,1947473.0,21-Jun-2021 (22:41:26)
Estado de México,5180460.0,21-Jun-2021 (22:41:26)
Michoacán,1117327.0,21-Jun-2021 (22:41:26)
Morelos,617639.0,21-Jun-2021 (22:41:26)
Nayarit,386955.0,21-Jun-2021 (22:41:26)
Nuevo León,1950194.0,21-Jun-2021 (22:41:26)
Oaxaca,944918.0,21-Jun-2021 (22:41:26)
Puebla,1252766.0,21-Jun-2021 (22:41:26)
Querétaro,,21-Jun-2021 (22:41:26)
Quintana Roo,489921.0,21-Jun-2021 (22:41:26)
San Luis Potosí,823784.0,21-Jun-2021 (22:41:26)
Sinaloa,1080557.0,21-Jun-2021 (22:41:26)
Sonora,899394.0,21-Jun-2021 (22:41:26)
Tabasco,838561.0,21-Jun-2021 (22:41:26)
Tamaulipas,1146888.0,21-Jun-2021 (22:41:26)
Tlaxcala,364299.0,21-Jun-2021 (22:41:26)
Veracruz,1932673.0,21-Jun-2021 (22:41:26)
Yucatán,996637.0,21-Jun-2021 (22:41:26)
Zacatecas,579648.0,21-Jun-2021 (22:41:26)
Guanajuato,1767903.0,21-Jun-2021 (22:41:26)
