Estado,vacunados,descarga
Aguascalientes,377490.0,03-Jun-2021 (18:57:27)
Baja California,776613.0,03-Jun-2021 (18:57:27)
Baja California Sur,195465.0,03-Jun-2021 (18:57:27)
Campeche,254294.0,03-Jun-2021 (18:57:27)
Chiapas,629827.0,03-Jun-2021 (18:57:27)
Chihuahua,915132.0,03-Jun-2021 (18:57:27)
Coahuila,841369.0,03-Jun-2021 (18:57:27)
Colima,220825.0,03-Jun-2021 (18:57:27)
CDMX,4328557.0,03-Jun-2021 (18:57:27)
Durango,511116.0,03-Jun-2021 (18:57:27)
Guerrero,737493.0,03-Jun-2021 (18:57:27)
Hidalgo,796948.0,03-Jun-2021 (18:57:27)
Jalisco,1610598.0,03-Jun-2021 (18:57:27)
Estado de México,3927686.0,03-Jun-2021 (18:57:27)
Michoacán,987847.0,03-Jun-2021 (18:57:27)
Morelos,539311.0,03-Jun-2021 (18:57:27)
Nayarit,326497.0,03-Jun-2021 (18:57:27)
Nuevo León,1689351.0,03-Jun-2021 (18:57:27)
Oaxaca,862247.0,03-Jun-2021 (18:57:27)
Puebla,1064628.0,03-Jun-2021 (18:57:27)
Querétaro,,03-Jun-2021 (18:57:27)
Quintana Roo,323397.0,03-Jun-2021 (18:57:27)
San Luis Potosí,761543.0,03-Jun-2021 (18:57:27)
Sinaloa,905866.0,03-Jun-2021 (18:57:27)
Sonora,741860.0,03-Jun-2021 (18:57:27)
Tabasco,561594.0,03-Jun-2021 (18:57:27)
Tamaulipas,961662.0,03-Jun-2021 (18:57:27)
Tlaxcala,313831.0,03-Jun-2021 (18:57:27)
Veracruz,1680917.0,03-Jun-2021 (18:57:27)
Yucatán,725472.0,03-Jun-2021 (18:57:27)
Zacatecas,437329.0,03-Jun-2021 (18:57:27)
Guanajuato,1485573.0,03-Jun-2021 (18:57:27)
