Estado,vacunados,descarga
Aguascalientes,672046,06-Aug-2021 (18:08:17)
Baja California,2619957,06-Aug-2021 (18:08:17)
Baja California Sur,495096,06-Aug-2021 (18:08:17)
Campeche,339468,06-Aug-2021 (18:08:17)
Chiapas,1084785,06-Aug-2021 (18:08:17)
Chihuahua,2330506,06-Aug-2021 (18:08:17)
Coahuila,1422268,06-Aug-2021 (18:08:17)
Colima,340099,06-Aug-2021 (18:08:17)
CDMX,7141549,06-Aug-2021 (18:08:17)
Durango,673625,06-Aug-2021 (18:08:17)
Guerrero,1100838,06-Aug-2021 (18:08:17)
Hidalgo,1341619,06-Aug-2021 (18:08:17)
Jalisco,2951668,06-Aug-2021 (18:08:17)
Estado de México,6954905,06-Aug-2021 (18:08:17)
Michoacán,1615778,06-Aug-2021 (18:08:17)
Morelos,862767,06-Aug-2021 (18:08:17)
Nayarit,517765,06-Aug-2021 (18:08:17)
Nuevo León,2557127,06-Aug-2021 (18:08:17)
Oaxaca,1250683,06-Aug-2021 (18:08:17)
Puebla,1579490,06-Aug-2021 (18:08:17)
Querétaro,966324,06-Aug-2021 (18:08:17)
Quintana Roo,779936,06-Aug-2021 (18:08:17)
San Luis Potosí,1143918,06-Aug-2021 (18:08:17)
Sinaloa,1732466,06-Aug-2021 (18:08:17)
Sonora,1389838,06-Aug-2021 (18:08:17)
Tabasco,964660,06-Aug-2021 (18:08:17)
Tamaulipas,1604805,06-Aug-2021 (18:08:17)
Tlaxcala,532018,06-Aug-2021 (18:08:17)
Veracruz,2820734,06-Aug-2021 (18:08:17)
Yucatán,1413533,06-Aug-2021 (18:08:17)
Zacatecas,752720,06-Aug-2021 (18:08:17)
Guanajuato,2589607,06-Aug-2021 (18:08:17)
