Estado,vacunados,descarga
Aguascalientes,1366140,22-Dec-2021 (17:02:08)
Baja California,2662407,22-Dec-2021 (17:02:08)
Baja California Sur,795650,22-Dec-2021 (17:02:08)
Campeche,954607,22-Dec-2021 (17:02:08)
Chiapas,2408907,22-Dec-2021 (17:02:08)
Chihuahua,3642611,22-Dec-2021 (17:02:08)
Coahuila,2375177,22-Dec-2021 (17:02:08)
Colima,645770,22-Dec-2021 (17:02:08)
CDMX,11706088,22-Dec-2021 (17:02:08)
Durango,1388317,22-Dec-2021 (17:02:08)
Guerrero,2257674,22-Dec-2021 (17:02:08)
Hidalgo,2834862,22-Dec-2021 (17:02:08)
Jalisco,5815250,22-Dec-2021 (17:02:08)
Estado de México,13409000,22-Dec-2021 (17:02:08)
Michoacán,3603368,22-Dec-2021 (17:02:08)
Morelos,1808780,22-Dec-2021 (17:02:08)
Nayarit,1008004,22-Dec-2021 (17:02:08)
Nuevo León,3573989,22-Dec-2021 (17:02:08)
Oaxaca,2550136,22-Dec-2021 (17:02:08)
Puebla,4675270,22-Dec-2021 (17:02:08)
Querétaro,2343603,22-Dec-2021 (17:02:08)
Quintana Roo,1827346,22-Dec-2021 (17:02:08)
San Luis Potosí,2361923,22-Dec-2021 (17:02:08)
Sinaloa,3272155,22-Dec-2021 (17:02:08)
Sonora,2685212,22-Dec-2021 (17:02:08)
Tabasco,1981460,22-Dec-2021 (17:02:08)
Tamaulipas,3697767,22-Dec-2021 (17:02:08)
Tlaxcala,1248872,22-Dec-2021 (17:02:08)
Veracruz,5848645,22-Dec-2021 (17:02:08)
Yucatán,2260970,22-Dec-2021 (17:02:08)
Zacatecas,1432749,22-Dec-2021 (17:02:08)
Guanajuato,4416973,22-Dec-2021 (17:02:08)
