Estado,vacunados,descarga
Aguascalientes,363066.0,27-May-2021 (21:51:24)
Baja California,716252.0,27-May-2021 (21:51:24)
Baja California Sur,185781.0,27-May-2021 (21:51:24)
Campeche,244678.0,27-May-2021 (21:51:24)
Chiapas,619078.0,27-May-2021 (21:51:24)
Chihuahua,826755.0,27-May-2021 (21:51:24)
Coahuila,809623.0,27-May-2021 (21:51:24)
Colima,179395.0,27-May-2021 (21:51:24)
CDMX,3933492.0,27-May-2021 (21:51:24)
Durango,432283.0,27-May-2021 (21:51:24)
Guerrero,713507.0,27-May-2021 (21:51:24)
Hidalgo,708538.0,27-May-2021 (21:51:24)
Jalisco,1506615.0,27-May-2021 (21:51:24)
Estado de México,3320002.0,27-May-2021 (21:51:24)
Michoacán,959493.0,27-May-2021 (21:51:24)
Morelos,502708.0,27-May-2021 (21:51:24)
Nayarit,307872.0,27-May-2021 (21:51:24)
Nuevo León,1352316.0,27-May-2021 (21:51:24)
Oaxaca,801822.0,27-May-2021 (21:51:24)
Puebla,947155.0,27-May-2021 (21:51:24)
Querétaro,,27-May-2021 (21:51:24)
Quintana Roo,298003.0,27-May-2021 (21:51:24)
San Luis Potosí,721333.0,27-May-2021 (21:51:24)
Sinaloa,817191.0,27-May-2021 (21:51:24)
Sonora,605377.0,27-May-2021 (21:51:24)
Tabasco,507452.0,27-May-2021 (21:51:24)
Tamaulipas,837718.0,27-May-2021 (21:51:24)
Tlaxcala,279501.0,27-May-2021 (21:51:24)
Veracruz,1526411.0,27-May-2021 (21:51:24)
Yucatán,595988.0,27-May-2021 (21:51:24)
Zacatecas,408078.0,27-May-2021 (21:51:24)
Guanajuato,1269086.0,27-May-2021 (21:51:24)
